cleaned_comment	orig_lang	speech	interactivity
Lets check how we can do research about a single person. This person is saying that: „I came to this country because I would like to have a better life”. So this person is coming to Germany where people are telling him: “Ok, you want to have a better life but we do not have more space here, better go to Poland or to Slovenia”. Maybe this person would not want to go to Poland or Slovenia…I was thinking more about the people from the non-EU countries. Borders are open now between our countries, we should not forget about that. I meant about the persons which are coming from the EU countries which can make this problem. Some people are coming from countries where they have war and we needed to help them. However, if there are immigrants who came only because of economic reasons, we would have to choose which one we want to take or not. If someone really needs help, asylum, then the EU should really do something. Maybe the EU should create rules so the countries would know what to do with immigrants in such cases. There are some people who can not start a new life, no matter if they are in England or Poland, but they also can not go back to their own countries in safety.	pl	[17:20]Lets check how we can do research about a single person. This person is saying that: „I came to this country because I would like to have a better life”. So this person is coming to Germany where people are telling him: “Ok, you want to have a better life but we do not have more space here, better go to Poland or to Slovenia”. Maybe this person would not want to go to Poland or Slovenia…I was thinking more about the people from the non-EU countries. Borders are open now between our countries, we should not forget about that. I meant about the persons which are coming from the EU countries which can make this problem. Some people are coming from countries where they have war and we needed to help them. However, if there are immigrants who came only because of economic reasons, we would have to choose which one we want to take or not. If someone really needs help, asylum, then the EU should really do something. Maybe the EU should create rules so the countries would know what to do with immigrants in such cases. There are some people who can not start a new life, no matter if they are in England or Poland, but they also can not go back to their own countries in safety. [19:16]	0
Only here is the question that Poland and Slovenia are not rich countries compared to, let’s say, France or Germany. I don’t know if a certain country could organize these kinds of rules for immigrants by itself. I think that if the country is a EU-member, the EU-leaders should assist its member states in the case of immigrants.	pl	[37:13]Only here is the question that Poland and Slovenia are not rich countries compared to, let’s say, France or Germany. I don’t know if a certain country could organize these kinds of rules for immigrants by itself. I think that if the country is a EU-member, the EU-leaders should assist its member states in the case of immigrants. [37:48]	2
Actually, what we have just said more often - I can't see your name - Julian; Julian has already said that correctly: language, vocational training, income - and only in this way can you properly reintegrate these illegal people who come to us, because otherwise they remain social cases that only cost the respective state money, bring trouble and just yes - do not belong in the cycle. So the states have to take care of this and this is not a matter for the EU - possibly via a large directive. The states themselves have to make sure that the people who come in are integrated, among the things that Julian has already said. Otherwise it won't work. But what's interesting is that we all know that, but the politicians don't.	de	[1:03:21] Eigentlich ist das was wir eben schon mal öfter gesagt haben – ich kann deinen Namen nicht sehen – Julian; Julian hat das schon richtig gesagt: Sprache, Berufsausbildung, Einkommen – und nur so kann man diese illegalen Leute, die zu uns kommen wieder richtig eingliedern, denn die bleiben sonst Sozialfälle, die den jeweiligen Staat nur Geld kosten, Ärger bringen und eben ja – nicht rein gehören in den Kreislauf. Also die Staaten müssen dafür sorgen und das ist nicht Sache der EU – möglicherweise über eine grosse Richtlinie. Die Staaten selbst müssen dafür sorgen, dass eben die Leute, die da reinkommen, integriert werden, unter den Dingen, die Julian schon mal gesagt hat. Sonst funktioniert das nicht. Aber interessant ist es ja, dass wir das alle wissen, nur die Politiker nicht. [1:04:35]	3
I think that immigration is not really able to solve this problem; this is also very clear in my area, because in our country, for example, they want to hire Chinese, who demand wages that are twice as high as in Poland but this is not a solution in the long run.	de	[22:15] Ich bin der Meinung, dass die Einwanderung diese Problematik eigentlich nicht zu lösen vermag; das wird auch in meiner Gegend sehr deutlich, denn bei uns bei uns will man zum Beispiel Chinesen einstellen, die zum Beispiel Löhne verlangen, die doppelt so hoch sind wie in Polen aber das ist doch keine Lösung auf die Dauer. [22:38]	0
So I actually, in terms of education, I think it would be a very good idea, I would have said actually, it's a very good idea to help people educate themselves in their own countries. But in these documents, I have seen that when we help people to be educated in their country, it is in fact an incentive to go and work elsewhere. Because if we train a nurse in Africa, she could come and work in France for a better salary and that is a temptation to go abroad. So, while it may not be a panacea, it is not going to solve everything either, which makes it very complicated, and this brings me to what I wanted to say before we stop, which is that in these documents, I found that there were some very interesting things that were suggested. And I would have really liked to have figures on the age of the people who migrate, on their education, in fact, what makes their life, because in fact, when we talk about immigration and what we could do, we very quickly come to say who we will accept and who we will not accept. And if we accept people who are qualified, it means that they won't stay in their country to help it to get by and if we accept people who are not qualified, it also poses other problems. When we put in place a policy of acceptance quotas, what does that do in relation to immigration in a country, because the countries that have immigration quotas - the United States or Australia - are countries where you can enter legally by meeting certain criteria. What do these criteria mean for illegal immigration? Does it reinforce immigration or does it calm it down? If people have a hope of entering legally, will they stop taking risks to enter illegally? That's a lot of questions.	fr	[16:45] Alors moi en fait, au niveau de l’éducation, je pense que ça serait une très bonne idée, j’aurais dit en fait, c’est une très bonne idée d’aider les gens à s’éduquer dans leur pays. Mais justement dans ces documents là, j’ai vu que quand on aide les gens à se former dans leur pays, c’est en fait une incitation d’aller travailler ailleurs. Parce que si on forme une infirmière en Afrique, elle pourrait venir travailler en France pour un meilleur salaire et que c’est une tentation d’aller vers l’extérieur. Donc, si peut-être pas non-plus la panacée, ce n’est pas non-plus qui va toute arranger, ce qui fait c’est très compliqué et ça j’en viens à ce que je voulais dire avant qu’on s’arrête, c’est que dans ces documents, j’ai trouvé qu’il y avait des choses qui étaient très intéressantes qui étaient suggéré. Et moi j’aurais vraiment voulu avoir des chiffres sur l’âge des gens qui migrent, sur leur formation, en fait, qu’est-ce qui fait leur vie, parce qu´en fait, quand on parle de l’immigration et qu’est-ce qu’on pourrait faire, on arrive très vite à dire qui on va accepter et qui on ne va pas accepter. Et si on accepte les gens qui sont qualifié, ça veut dire c’est des gens qui ne resteront pas dans leur pays pour l’aider à s’en sortir et si on accepte des gens qui ne sont pas qualifié, sa pose aussi d’autres problèmes, donc voilà, c’est pour ça que moi j’aimerais bien voir des chiffres et des éléments qui permettent d’avancer là-dessus. Quand on met une politique de quota d’acceptation, qu’est-ce que ça fait par rapport à l’immigration dans un pays, parce que les pays qui pratiquent des quotas d’immigration – les Etats-Unis où l’Australie – sont des pays où on peut entrer légalement en correspondant à certains critères. Qu’est-ce que ces critères là fond par apport à l’immigration clandestine ? Est-ce que ça renforce l’immigration où est-ce que ça la calme ? Est-ce que si les gens ont un espoir d’entrer légalement, ils arrêtent de prendre des risques pour entrer illégalement ? Ça fait beaucoup des questions. [18:35]	2
I would like to react to what Rudolf said. Rudolf, I think you're right, but it also means not to do selective immigration as we're talking about now, it's to pull the brains out of these countries. And I think that spending about 1 percent of the BIP on development aid would be cheaper than putting in place an expensive border protection policy. If we manage to [dig up?] the sources of illegal immigration, that would be better than deporting people.  [will noch einen zweiten Punkt aufführen, hat ihn aber vergessen]	fr	[24 :23] Je voudrais réagir à ce qui à dit Rudolf. Rudolf, je pense que vous avez raison mais cela suppose aussi de ne pas faire d’immigration choisie comme on parle maintenant, c’est de tirer les cerveaux de ces pays. Et je pense que de consacrer en effet un peu près 1 pourcent du BIP à l’aide au développement reviendrait moins cher que de mettre en place une politique de protection aux frontières qui nous gouterait chère. Si on arrive à [déterrer ?] les sources de l’immigration clandestine, surtout, ça sera déjà mieux que de reconduire à la frontière les gens. [25 :02]  [will noch einen zweiten Punkt aufführen, hat ihn aber vergessen]	3
"So two things, very briefly. First of all, we are all here together to talk about immigration. And it's a very important thing. But is the problem as big as everybody thinks it is? When you look at the numbers, actually, when you look at why Europe allows migration. I think that things complement each other very well. I think, because here, it is true, that sometimes there are a little bit of grating, those that can then pose problems in this or that dimension and here we do not have, but it is as soon as at the level of the numbers, in any case, we do not have a very important problem. It is certain incidents that suddenly make it a problem. I would like to mention the first point. The second point, and here I would like to react to what you said. In fact, as soon as we have taken the best out of these developing countries, the question is whether we should not also support the people in these countries. On the spot. I know that in the Netherlands they had [...] it's called ""circular"". And in fact it's about 200 people outside of Europe who took an internship in the Netherlands and gained work experience and so on, and then they went back to their country. Of course, it was just a drop in the ocean. But it was still a way for the people in those countries to be supported."	fr	[38 :54] Alors deux choses, très brièvement. Premièrement, tous sommes ici ensembles pour parler d’immigration. Et c’est quelque chose fort important. Mais le problème, est-il bien aussi important que tout le monde le pense? Quand on voit les chiffres, proprement dit, quand on voit le pourquoi l’Europe permet migration. Je pense que les choses se complètent très bien. Je pense, car ici là, c’est vrai, qu’il y a parfois un petit peu des râpages, ceux qui peut alors poser des problèmes en tel ou tel dimension et là on n’a pas, mais c’est dès qu’au niveau des chiffres, en tout cas, on n’a pas un problème très important. Ce sont certains incidents qui font que tout à coup ça devient un problème. Je voudrais évoquer autant que premier point. Le deuxième point, et la, je voudrais réagir à ce que tu as dit. En fait, dès que nous avons sortis les meilleures de ces pays en développement, la question ça va alors s’il ne faut pas non plus soutenir les gens dans ces pays-là. Sur place. Je sais qu’aux Pays-Bas ils avaient des […] ça s’appelle «circulaire». Et en fait il s’agit de 200 personnes en dehors de l’Europe qui ont suivi un stage au Pays-Bas et y ont gagné d’expérience professionnelle etc. et ensuite ils sont retournés dans leur pays. Bon, sur, c’était qu’une goutte dans l’océan. Mais c’était quand même une façon pour que les personnes dans ces pays soient soutenues.  [40 :41]	2
I wanted to come back to what Brigitte said to say that, yes, indeed, humans must be taken for what they are in the positive sense of the term. This, when Brigitte talks about Kleenex, it is already far from excusing all, but it is already what is done, when we relocate a company elsewhere. So, I'm not necessarily trying to link it to immigration.	fr	[02 :49] Moi je voulais justement revenir à ce qui a dit Brigitte pour dire que, oui, effectivement, les humains il faut les prendre pour ce qu’ils sont à la valeur positive du terme. Ceci, quand Brigitte parle des kleenex, c’est d’ores et déjà qui est loin d’excuser tous, mais c’est d’ores et déjà  de ce qui est fait, quand chez nous, on délocalise une entreprise ailleurs. Donc, je n’essaye pas forcément lié à l’immigration. [03 :15]	3
I agree with the previous speaker in the field that integration is a chance to learn about different cultures, no matter whether it is legal or illegal immigration. Thank you.	pl	[05:06] I agree with the previous speaker in the field that integration is a chance to learn about different cultures, no matter whether it is legal or illegal immigration. Thank you. [05:23]	3
So, but I would like to know - from Tomás for example where Piroska - we don't hear you, I don't know if you want to react on this point?	fr	[24:35] Alors, mais je voudrais savoir – de Tomás par exemple où Piroska – on ne vous entend pas, je ne sais pas si vous avez envie de réagir sur ce point là ? [24:45]	3
Now I think, that the person who sits in front of me is absolutely right in what he said. This is how our view on this matter is, or should be, and others have said this before. Legals or illegals come here to Europe. The most important is to provide everyone with basic needs like food, accommodation etc. If we can provide everyone with this, I don’t see any problems in the future.	pl	[07:02] Now I think, that the person who sits in front of me is absolutely right in what he said. This is how our view on this matter is, or should be, and others have said this before. Legals or illegals come here to Europe. The most important is to provide everyone with basic needs like food, accommodation etc. If we can provide everyone with this, I don’t see any problems in the future.  [07:30]	3
I totally agree with Walerian. If there are laws, they must be respected. Even the Minister of Immigration, a few months ago when there were all these associations that wanted the legalization of all illegals, but no we are a man...of rights, we have laws and we will respect them. But secondly, to come back to Andrée, it was even a measure that may be well thought out but in practice it is completely unreal because precisely what he said, and everyone knows it, you [drive] them out, they come back the other way. And it costs millions and millions for nothing, a plane, the four police officers that bring them back to Nigeria or whatever country they come from and maybe we can find a way to spend those millions more efficiently than with the return of the immigrants.	fr	[20:11] Je suis tout à fait d’accord avec Walerian. S’il y a des lois, il faut les respecter. Même le ministre de l’immigration, il y a quelques mois quand il y avait toutes ces associations qui voulaient la légalisation de tous les illégaux, mais non nous sommes un homme[ ?] des droits, nous avons des lois et nous les respecterons. Mais deuxièmement pour revenir à Andrée, c’était même une mesure qui peut-être est bien pensée mais en pratique elle est complètement irréelle parce que justement ce qu’il a dit aussi, et tout le monde le sait, vous les [conduites] à la porte, ils reviennent de l’autre côté. Et ça coute des millions et des millions pour rien, un avions, les quatre policiers qui les ramènent en Nigeria ou quelle pays où ils viennent et peut-être on peut trouver un moyen de dépenser ces millions plus efficacement que avec le retour des immigrés. [21:08]	3
[...] you said it's closer to you and [...] I didn't - in my idea it wasn't a contradiction. In my little head.	fr	[49:16] […] vous avez dit que c’est plus proche de vous et […] je vous ai pas – dans mon idée ce n’était pas une contradiction. Dans ma petite tête. [49:26]	2
The Poles, after accession, Poland of course is not a very rich country and the citizens of our country are afraid that the prices will rise and that the situation will worsen.	de	[12:55] Die Polen, nach dem Beitritt, Polen ist natürlich kein sehr reiches Land und die Bürger unseres Landes haben Angst, dass die Preise steigen und dass die Situation sich verschlechtern wird. [13:20]	0
Should one punish people who e.g. refurbish individuals’ houses in Holland? I am just asking myself a question whether those in Holland, who employ Polish workers to refurbish their houses, should be punished too? Well, I do not know. I think the same situation is in Belgium, where Poles come to refurbish the apartments. Of course, if there is an occasion to choose a cheaper service, everyone thinks about their own wallets. So I do not agree that illegal immigrants are working for businesses, unless these are big companies – here penalties are necessary, but not when it comes to such a small case. I think that each one of us did something like that, so we had not always acted legally.	pl	[39:39] Should one punish people who e.g. refurbish individuals’ houses in Holland? I am just asking myself a question whether those in Holland, who employ Polish workers to refurbish their houses, should be punished too? Well, I do not know. I think the same situation is in Belgium, where Poles come to refurbish the apartments. Of course, if there is an occasion to choose a cheaper service, everyone thinks about their own wallets. So I do not agree that illegal immigrants are working for businesses, unless these are big companies – here penalties are necessary, but not when it comes to such a small case. I think that each one of us did something like that, so we had not always acted legally. [40:32]	2
On the change actually, the demographic change by the way which are where. Well, it's actually a population incision in Europe, especially in fact a shift towards an older population and less young population. Conversely, in Africa, it is more of a young population or a demographic explosion. In fact, someone from... pragmatically we can think that naturally a transfer of [...] between these two geographical scenes to keep a balance. And clearly, in fact, we can signal the future [...] in Europe. And this need will be felt. I think it will depend on the countries and this is the point in particular of a fashion of how the withdrawals are managed in the different countries. I think that a country like France, where there is a pay-as-you-go system - in fact a transfer from the working population to the retired population - an object is to keep a strong working population to support the retired population, so it's a limit for new workers in countries where a pension that [...] is based on capitalization. This poses a problem. Then there was the simple question of the evolution of economic growth, which is a problem that concerns all countries generally. There is no way to ensure economic growth. We need workers and it is clear that if the European population ages, we will have to find workers elsewhere. So there you have it. Now, demographic protections also vary from country to country. In France, the birth rate is still rising and so it is clear that in countries, especially Germany, this problem would be particularly prevalent and serious.	fr	[26 :58] Sur le changement en fait, le changement démographique d’ailleurs qui sont d’où.. Bien c’est en fait une incision de population en Europe surtout en fait un déplacement effectivement vers d’une population plus âgée et moins de population jeune. A l’inverse en Afrique, c’est plus de la population jeune ou une explosion démographique. Effectivement quelqu’un de… pragmatiquement on peut penser que naturellement un transfer de […] entre ces deux scènes géographiques pour tenir un équilibre. Et clairement en fait, on peut signaliser l’avenir […] en Europe. Et ce besoin sera ressenti. Je pense pendent que ça dépendra des pays et c’est le point notamment d’une mode de façon comme les retraits sont gérer dans les différentes pays. Je pense qu’un pays voulait que la France où il y a un système de répartition - en fait un transfer finalement des actifs vers des retraités - un objet garde effectivement une forte population active pour en fait soutenir la population retraité donc c’est une limite pour des nouveaux travailleurs dans des pays où une retraite qui […] sur la capitalisation. Ça pose un problème. Ensuit il y avait effectivement, la simple question de l’évolution de la croissance économique effectivement, ça c’est un problème qui concerne tous les pays généralement. N’a des moyens de forcément pour une croissance économique. Il faut des travailleurs et il est clair que si la population européenne vieillit, il faudra trouver des travailleurs autre part. Donc voilà. Maintenant les protections démographiques aussi sont variables dans les pays. En France, le taux de natalité est encore à s’élever et donc il est claire que dans les pays, notamment Allemagne ce problème serait particulièrement prégnant et grave. [29 :17]	0
I would like to ask Rudolf [RU] what is this article about Berlin, in Focus, because for  [Übersetzungsproblem]  because there is not much teaching about this problem in France, so it seems to be a problem of communitarianism, but - could you explain? Thank you	fr	[37 :37] Je voudrais demander à Rudolf[RU] quel est cet article sur Berlin, dans Focus, parce que pour [37 :48] [Übersetzungsproblem] [38 :06] parce qu’on a peu d’enseignement de ce problème en France, donc il semble que se soit un problème de communautarisme, mais – Est-ce-que vous pourriez expliquer ? Merci [38 :16]	2
I would suggest a form from 0 to 10 and then two questions, what is our interest to integrate everybody and what is the interest to find a solution for example - so by just closing the borders for example. What is the interest for that? What would be the interest, for example, for Spain or Germany to close the borders? Because I rather have the feeling that they are trying to contain the danger and that they are trying to interrupt this flow now, and to integrate those who are here well.	de	[1:22:23] ich würde vorschlagen, ein Formular von 0 bis 10 und dann zwei Fragen, wie ist unser Interesse, alle einzugliedern und wie ist das Interesse, zum Beispiel eine Lösung zu finden - also indem man zum Beispiel einfach die Grenzen zu macht. Wie ist das Interesse dafür? Wie wäre zum Beispiel das Interesse für Spanien oder Deutschland, die Grenzen zu zumachen? Denn ich habe eher das Gefühl, dass man Versucht, die Gefahr einzudämmen und dass man versucht, jetzt diesen Strom zu unterbrechen, und die, die hier sind, gut zu integrieren. [1:23:06]	3
I can only fully agree with my colleague from Lithuania Aivaras, yes, illegal migration needs to be controlled more strictly. But I also have some thoughts about legal migration. I think this is only desirable if the people are also well educated. For example, doctors or other medical or paramedical personnel or scientists. If they are well educated, good professionals in their field. Of course, they will also find a place in our countries, because of course they can contribute their competences, their qualifications well here. We also have to make restrictions there and perhaps also set quotas. I would be in favor of a quota system. One could even think about tenders, that one assigns such places, practically such immigration after a tendering procedure.	de	[24 :43] Ich kann meinem Kollegen aus Litauen Aivaras nur voll und ganz beipflichten, ja,  illegale Migration muss strenger kontrolliert werden. Aber ich hab auch noch einige Betrachtungen anzustellen zur legalen Migration. Die find ich auch nur wünschenswert wenn die Menschen auch gut ausgebildet sind. Zum Beispiel Ärzte oder auch anderes medizinisches oder paramedizinisches Personal oder Wissenschaftler. Wenn sie gut ausgebildet sind, gute Fachleute in ihrem Bereich. Natürlich, die werden auch einen Platz finden in unseren Ländern, weil sie natürlich ihre Kompetenzen, ihre Qualifikationen hier gut einbringen können. Wir müssen da auch Einschränkungen vornehmen und vielleicht auch Quoten festlegen. Ich würde mich für ein Quotensystem aussprechen. Man könnte sogar über Ausschreibungen nachdenken, dass man solche Plätze, praktisch solche Einwanderung vergibt nach einem Ausschreibeverfahren. [25:58]	3
If I understand right what Gerard said, is that he shared an opinion that one cannot impose on the other country, how to develop, chose a democracy. However, I think that when we sign a certain agreement, which is a binding offer, we can have requirements. Especially when we give a financial support for this country. We can have predispositions and support some sort of trends, tendencies. Democracy may not be the best solution, however, neither the worst one as well.	pl	[50:17] If I understand right what Gerard said, is that he shared an opinion that one cannot impose on the other country, how to develop, chose a democracy. However, I think that when we sign a certain agreement, which is a binding offer, we can have requirements. Especially when we give a financial support for this country. We can have predispositions and support some sort of trends, tendencies. Democracy may not be the best solution, however, neither the worst one as well.   [50:58]	2
Yes, we have to be careful when we comment, sometimes we interpret things a little bit, but have to be a little bit humble about it I guess. I noticed one thing in particular now for example. Selective immigration of businessmen and employers. Certainly we've seen that at first glance - it's a little bit shocking to me. Why should business leaders be leaders in immigration? Well, focusing on those who have qualification that are scarce to the EU, those should be admitted selectively? I, for example, would say that immigration should be led by employers already, because people who immigrate basically just want a job. If we have a job, we will automatically have an income, if we have an income, then we are just satisfied. After all, that's what we want. Self-reliance. Immigration should then be regulated or controlled, but the whole thing must already be monitored or controlled by the employers as well. Because they will provide the appropriate jobs. That's what I wanted to point out here in particular. But we should not read too much into it here. If we want strongly regulated immigration, that does not mean that we are no longer human. Yes? We can still want this and still be humane about it and still be a little bit altruistic.	de	[06:23] Ja, wir müssen vorsichtig sein wenn wir uns dazu äussern, manchmal interpretieren wir die Dinge auch ein wenig, müssen dabei aber etwas bescheiden sein wohl. Mir ist eines im Besonderen aufgefallen jetzt beispielsweise. Selektive Einwanderung von Geschäftsleuten und Arbeitgebern. Bestimmt haben wir das auf den ersten Blick so erlebt – für mich ist das ein bisschen schockierend. Warum sollten Geschäftsführer federführend sein bei der Einwanderung? Nun, sich fokussiert auf jene, die Qualifikation haben, die der EU knapp sind, die sollten selektiv zugelassen werden? Ich, beispielsweise würde sagen, dass die Einwanderung von den Arbeitgebern schon angeführt werden sollte, weil die Leute, die einwandern im Grunde nur einen Arbeitsplatz wollen. Wenn wir einen Arbeitsplatz haben, werden wir automatisch ein Einkommen haben, wenn  wir ein Einkommen haben, dann sind wir einfach zufrieden. Das ist es ja, was wir wollen. Eigenständigkeit. Die Einwanderung sollte dann reguliert oder kontrolliert werden, aber das Ganze muss schon überwacht oder kontrolliert werden von den Arbeitgebern auch. Denn die werden die entsprechenden Arbeitsstellen anbieten. Das wollte ich im Besonderen aufzeigen hier. Aber wir sollten da nicht allzu viel hineininterpretieren hier. Wenn wir eine stark regulierte Einwanderung wollen, heisst das nicht, dass wir nicht mehr menschlich währen. Ja? Wir können dies trotzdem wollen und doch human das Ganze sehen und doch ein bisschen altruistisch. [08:18]	0
I think that it was only about persons here who come from outside of Europe. We do not talk about the immigration inside Europe, as there is a free movement of persons, so those quotas we talked about would not be reasoned. One needs to take a closer look at the conditions upon which people decide to come to Europe, but there is no need to impose any quotas because we would need to turn someone down, but there would be a necessity for those people to come, however they would not be in the ballpark of quota.	pl	[09:28] I think that it was only about persons here who come from outside of Europe. We do not talk about the immigration inside Europe, as there is a free movement of persons, so those quotas we talked about would not be reasoned. One needs to take a closer look at the conditions upon which people decide to come to Europe, but there is no need to impose any quotas because we would need to turn someone down, but there would be a necessity for those people to come, however they would not be in the ballpark of quota.  [09:59]	2
Well, maybe there is a solution. A specific situation, for instance plumber or painter from Poland is a self-employed person. This way, they work in Holland in a kind of legal way as an independent persons as self employed.	pl	[40:42] Well, maybe there is a solution. A specific situation, for instance plumber or painter from Poland is a self-employed person. This way, they work in Holland in a kind of legal way as an independent persons as self employed. [41:01]	2
Sasha would you agreed to pay 10% of your earnings on investments in these countries? Think about it. Would you give 10% of your earnings for the needs of people in poorer countries? Are you ready for that?	pl	[1:06:53]Sasha would you agreed to pay 10% of your earnings on investments in these countries? Think about it. Would you give 10% of your earnings for the needs of people in poorer countries? Are you ready for that?[1:07:14]	2
The migrants, they come to Germany for economic reasons, and I think it would be better if they were supported in their country, because there is very little work here, right? We have a lot of unemployed. Perhaps we could take the example of Switzerland, where someone can immigrate if he has a job and then bring his family and relatives. Politically persecuted persons, on the other hand, would have to be verifiable. And there you can probably - you have to accept them if it is verifiable that they have been persecuted. Thank you.	de	[46:30] Die Migranten, die kommen aus wirtschaftlichen Gründen nach Deutschland, und ich finde, da wäre es wohl besser, wenn die in ihrem Land unterstützt würden, weil hier ist ja sehr wenig Arbeit, oder? Wir haben viel Arbeitslose. Da könnte man das Beispiel von der Schweiz vielleicht übernehmen, dass jemand zuwandern kann, wenn er Arbeit hat und danach die Familie und Verwandte nachholen. Dagegen die politisch Verfolgten müssten ja nachprüfbar sein. Und da kann man wohl – die muss man wohl aufnehmen, wenn es nachprüfbar ist, dass sie verfolgt worden sind. Danke. [47:10]	0
I would like to say that Muslims are people and people are different. I have been living for one year in Köln, I was studying, and there are plenty of Muslims. In fact, some of them assimilate themselves and were normally taking part in classes, they were also my neighbours, but there was something that scared me a lot in their culture. For example, at the beach we could see a man without any clothes and his wife fully dressed up, sweaty and she couldn’t show her face. Other example, I had a friend which was saying that she would never marry a guy which is not Turkish. She has been living there for 20 years and could never change her mind because this is exactly what her parents want to. The thing that scares me most is the women’s role in their culture. The fact that they do not have any rights, that they can not show their faces. It is not about the religion because this is completely neutral for me, in what somebody believe in. However, some elements of their culture are contradictory to democracy in our European approach and sometimes I am scared of this.	pl	[23:51]I would like to say that Muslims are people and people are different. I have been living for one year in Köln, I was studying, and there are plenty of Muslims. In fact, some of them assimilate themselves and were normally taking part in classes, they were also my neighbours, but there was something that scared me a lot in their culture. For example, at the beach we could see a man without any clothes and his wife fully dressed up, sweaty and she couldn’t show her face. Other example, I had a friend which was saying that she would never marry a guy which is not Turkish. She has been living there for 20 years and could never change her mind because this is exactly what her parents want to. The thing that scares me most is the women’s role in their culture. The fact that they do not have any rights, that they can not show their faces. It is not about the religion because this is completely neutral for me, in what somebody believe in. However, some elements of their culture are contradictory to democracy in our European approach and sometimes I am scared of this.[25:18]	2
Thank you very much. Aurore, you also wanted to say something especially before the break but now too?	fr	[09:11] Merci beaucoup. Aurore, vous vouliez aussi dire quelque chose notamment avant la pause mais maintenant aussi ? [09:19]	2
Well, we have said a lot now. Now I have to structure all this. So, Claire [CLC], what she has just said about peace is very, very good, I totally agree. Peace is certainly also a point of attraction. We have peace between the different peoples in Europe who coexist, who coexist very well, wonderful. But let's take a house with twenty bells and whistles and with only one German name in Germany, for example, and the others have an Islamic sounding name, I say quite clearly, Turks. I don't think this is very good for cultural peace, social peace and working peace. Of course, it is very good: We live in a peaceful world etc., we are all Christians, we love each other, we love our neighbors all over the world, especially the planet, I don't need soldiers anymore ? - that's very very good, but if you certainly have five people, asylum seekers living in your villa, right? So I think that's very good. And I think that all those who think that we should promote immigration because we all live in peace, I would like to ask them to make their house available. I will come to your house too, I will drink, I will eat, I will enjoy social security and then you will pay me a training - very good. So, please, give me your address and I thank you. [1 :	fr	[59 :32] Bon, on a beaucoup dit maintenant. Je dois maintenant structurer tous ça. Donc, Claire[CLC], ce qu’elle vient de dire en ce qui concerne la paix, c’est très très bien, je suis tout à fait d’accord. La paix est certainement également un point d’attraction. Nous avons chez nous la paix entre les différents peuples en Europe qui coexistent, qui coexistent très bien, merveilleux. Mais prenons une maison avec vingt sonnettes et avec un seul nom allemand en Allemagne, par exemple, et les autres ont un nom qui sonne islamique, je le dit tout à fait clairement, des Turques. Je ne pense pas que cela soit très bon pour la paix culturelle, la paix sociale et la paix de travail. Bien sûr, c’est très bien : Nous vivons dans un monde en paix etc., nous sommes tous des chrétiens, nous nous aimons, nous nos prochains dans le monde entier, surtout de la planète,  je n’ai plus besoin de soldats[ ?], etc. – c’est très très bien, mais si vous avez certainement cinq personnes, chercheurs d’asile qui habitent dans votre villa, n’est-ce-pas ? Donc je trouve que c’est très bien. Et je pense que tous ceux qui pensent qu’il faudrait promouvoir l’immigration parce que nous vivons tous en paix, je voudrais leur demander de mettre leur maison à disposition. Moi aussi, je viendrais chez vous, je vais boire, je vais manger, je vais profiter de la sécurité sociale et puis vous allez me payer une formation – très bien. Alors, s’il vous plait, donnez-moi votre adresse et je vous remercie. [1 :00 :56]	3
So what we could perhaps do is launch an appeal to the European Parliament so that they start to really develop a policy in this area. Because we have noticed that in practice there is no policy and so we need to create a common platform and so this should really be one of the main priorities because now they are all talking but nobody really dares to intervene. So it has to be a really big priority and maybe one day a solution will be found and then for me also this situation in the document, so a big priority is that the different countries can also increase the fines given to the employers who don't have illegals, so stricter fines, this would be the solution. So obviously now there's a lot of people who are paid half or a quarter of what they should be, there's no social contributions that are paid and so on so the state should intervene more rigorously so that it's really strongly limited.	fr	[47:23] Donc ce qu’on pourrait peut-être faire c’est lancer un appel par rapport aux Parlement Européen pour qu’ils commencent à vraiment développer une politique dans ce domaine-là. Parce qu’on a constaté que dans la pratique il n’y a pas de politique et donc il faut créer une plateforme commune et donc ce soit vraiment une des grandes priorités parce que maintenant ils parlent tous mais personne n’ose vraiment intervenir. Donc il faut que ce soit vraiment une grande priorité et peut-être qu’un jour à ce moment-là une solution sera trouvé et puis pour moi aussi cette situation dans le document, donc une grande priorité consiste à ce que les différents pays puissent aussi augmenter les amendes données aux employeurs qui n’ont pas des illégaux, donc des amendes plus strictes, ce serait la solution. Donc évidemment maintenant il y a beaucoup de gens qui sont payés la moitié ou un quart de ce qu’il faudrait, il n’y a pas de cotisations sociales qui sont payées et cetera donc l’état devrait intervenir plus rigoureusement pour que ce soit vraiment fortement limité. [48:47]	0
