cleaned_comment	orig_lang	speech	justification
So the fundamental question, I'm already of the opinion that it needs an EU-wide regulation because otherwise we are the - given the point of view that one country makes an illegal immigrant out of a legal immigrant and who would have to fear that he is then just deported, as far as it is legally possible with all the consequences; But if another country says that he cannot become an illegal immigrant for us because he has already entered the country legally, then perhaps the door would be opened in the direction that more would come who would consciously accept that their visas would expire. And then the difference would be much too big and [the disparity] in my opinion, but I don't know if you can regulate that or not.	de	[48:09] Also die grundlegende Frage, da bin ich schon der Meinung, dass es einer EU-weiten Regelung bedarf weil sonst sind wir ja das – gegeben den Standpunkt, dass das eine Land aus einem legalen Einwanderer einen illegalen Einwanderer macht und der befürchten müsste, dass er dann eben abgeschoben wird, soweit es rechtlich möglich ist mit allen Konsequenzen; wenn ein anderes Land aber sagt, der kann für uns kein Illegaler werden, weil er eben schon mal legal eingereist ist, dann wäre vielleicht dann doch da Tür und Tor geöffnet in der Richtung, dass mehr kämen, die das bewusst in Kauf nähmen, dass dann ihre Visas ablaufen. Und da wäre dann der Unterschied viel zu gross und [das Gefälle] meiner Meinung nach, aber ich weiss es nicht, ob man das regeln kann oder nicht. [48:52]	1
So that is the key point what you are saying Manfred. Why don't you just extend their visa? Because if someone falls out of the visa status and is treated as an illegal immigrant at that moment, then he also has no right to work and that would have to be changed so that this criminalization comes out, because before he was allowed to work with the visa. But if he suddenly gets into the mills of justice with the illegality and then he is illegal in the respective country or I'm talking about Germany, then he gets that, if he is already in the status of illegality, then he does not come back into the status of legality purely, that he can then acquire a legal visa again and that is what perhaps the EU should change times Europe-wide, This is the thing that perhaps the EU should change throughout Europe, so that one comes to a common denominator, that if someone has already worked legally and the visa expires, that he then - what do I know - so in any case does not get into illegality but simply gets into a status, as if he has not paid some fee, which he would then have to extend again. That would be easier, then we wouldn't have the numbers like that.	de	[42:25] Also das ist der Kernpunkt was du sagst Manfred. Warum verlängert man denen nicht einfach das Visa? Das ist nämlich so, wenn jetzt jemand aus dem Visa-Status rausfällt und in dem Moment als illegaler Einwanderer behandelt wird, dann hat er auch kein Recht auf Arbeit und das müsste geändert werden, dass eben diese Kriminalisierung raus kommt, weil vorher durfte er ja arbeiten mit dem Visa. Aber wenn er auf einmal in die Mühlen der Justiz gerät mit der Illegalität und dann ist er illegal in dem jeweiligen Land oder ich rede jetzt mal von Deutschland, dann bekommt er das, wenn er schon mal in dem Status der Illegalität drin ist, dann kommt er nicht wider in den Status der Legalität rein, dass er dann wieder ein legales Visa erwerben kann und das ist das was vielleicht die EU mal europaweit ändern sollte, eben diese Sache, dass man da auf einen Nenner kommt, dass wenn jemand schon mal legal gearbeitet hat und das Visa läuft ab, dass er dann – was weiss ich – also jedenfalls nicht in die Illegalität gerät sondern einfach mal so in einen Status gerät, wie wenn er jetzt irgend eine Gebühr nicht bezahlt hat, die er halt dann wieder verlängern müsste. Das wäre einfacher, dann hätten wir auch die Zahlen nicht so. [44:29]	2
I have a question for Udo. The ethnic Germans from the former CIS countries, do they know the German language, or is the problem again lack of language, ignorance - actually it's one of those things; you can't communicate, lack of understanding makes you afraid and fear brings violence, in quotation marks. That is actually for me such a spiral, which arises somewhere again and again. Would it be possible for the EU to say - to come back to the EU level - this topic; a threshold is always to learn the national language in order to have understanding and to get along with each other.	de	[53:37] Ich habe mal eine Frage an Udo. Die Deutschstämmigen aus den ehemaligen GUS-Ländern, beherrschen die die deutsche Sprache, oder ist mal wieder das Problem mangelnde Sprache, Unkenntnis – eigentlich ist es ja so eine Sache; man kann sich nicht verständigen, Unverständnis mach Angst und Angst bringt in Anführungsstrichen Gewalt. Das ist eigentlich so für mich so eine Spirale, die sich irgendwo immer wieder ergibt. Wäre es das die Möglichkeit, dass man vielleicht auch mal von der EU sagt – um mal auf EU-Ebene wieder zu kommen – diese Thema; eine Schwelle ist immer, die Landessprache zu lernen um Verständigung zu haben um ein Miteinander zu bekommen. [54:17]	2
I think that - so I already agree with you to some extent - but in Spain at least, I don't know how it is in other countries, I think we do invest relatively a lot in people. They have a lot of advantages that you and I don't have. They came from abroad and they want that. At a certain point, what happens then is that they might be rejected. But, for example, when a company comes from abroad, they have a whole set of tax advantages that we don't have. That leads to it not being as well received. Now we also have from people doing work that we don't want to do. Yes, well, that certainly happens, but not always. Very often we don't take the work because it's very poorly paid. We should perhaps ask ourselves if the entrepreneur does not share a great debt. We should work out a policy of immigration on a national level and then extend it to the European Union, but everyone should share the burden. We hear that Denmark also has problems, but at some point everyone should bear their share.	de	[01:17:03] Ich glaube, dass – also ich bin schon einigermassen mit dir einverstanden – aber in Spanien zumindest, ich weiss nicht wie es in anderen Ländern aussieht, glaube ich schon, dass wir relativ viel in die Leute investieren. Die haben viele Vorteile, die du und ich nicht haben. Die sind aus dem Ausland gekommen und wollen das. Zu einem bestimmten Zeitpunkt passiert dann, dass sie vielleicht abgelehnt werden. Aber beispielsweise wenn ein Unternehmen aus dem Ausland kommt, haben sie eine ganze Reihe von steuerlichen Vorteilen, die wir nicht haben. Das führt dazu, dass es nicht so gut ankommt. Nun haben wir auch von den Leuten, die Arbeit verrichten, die wir nicht verrichten wollen. Ja also, das passiert bestimmt, aber nicht immer. Sehr oft nehmen wir die Arbeit nicht an, weil es sehr schlecht bezahlt ist. Wir sollten vielleicht uns fragen, ob der Unternehmer nicht eine grosse Schuld mitträgt. Wir sollten eine Politik der Immigration ausarbeiten auf nationaler Ebene und dann sie ausweiten auf die europäische Union, aber jeder soll sich am Last tragen beteiligen. Wir hören, dass Dänemark auch Probleme hat, aber irgendwann sollte jeder seinen Teil tragen. [01:18:55]	1
So, what I could understand when I worked in these two organizations, one of which was rather the reception of immigrants, the other rather in the control of immigration. What I understand is that today the states are still free to set their own rules for their own territory. These rules are more important than the rules set by the EU, which is more concerned with the movement of immigration within the borders. What I could see is that in France, for example, there was a period when people arriving in France were required to sign a contract that included learning the French language. To facilitate integration. Today we have radically changed our approach, that is to say that we ask that people who wish to immigrate to France be able to prove in their own country that they are French. So in fact there are movements of agents of the French state that are in countries that are identified as countries for seeing immigration applications and it is in these countries, when we control for example the language, so that is a first criterion but of course there is another criterion that was posed more recently by the French government which is to identify the professional skills. It's a little bit like the euro question, which effectively means choosing between [...] the immigration population, which is what we need in France today. But there is another phenomenon that is very important, which has been the subject of discussion but which at the same time is laid down as a basic principle by the Geneva Convention. It is the right to family reunification, the fact that a person who has arrived in France has the right to bring his family. So this right is laid down in the Convention on Human Rights. And this is a right that is currently unassailable and that is difficult to reconcile with migration policies in the framework that states would like to make of this migration policy. Here is the reading of what I could see and understand.	fr	[33 :25] Donc, ce que j’ai pu en comprendre quand j’ai travaillé dans ces deux organismes, dont l’un était plutôt l’accueil des immigrés, l’autre plutôt dans le control de l’immigration. Ce que je comprends c’est qu’aujourd’hui les états restent assez mettre de poser leurs propres règles sur par rapport à leur propre territoire. Ça reste des règles prépondérantes par rapport aux règles qui sont posés par l’UE, qu’elle chère plus des mouvements de l’immigration à l’intérieur des frontières. Ce que je pu en voir, c'est qu’on a eu par exemple en France la période ou on a posé à ce que les personnes qui arrivent en France signent un contrat qui prévoyait notamment d’apprendre la langue française. Pour pouvoir faciliter l’intégration. Aujourd’hui on a changé radicalement de tique, c'est-à-dire qu’en fait on demande a ce que les personnes qui souhaitent immigrer en France, soit déjà en mesure de prouver dans leur pays qu’elle sasse par les français. Donc en fait il y a des déplacements d’agents de l’état français qui ont êtes dans les pays qui sont identifiés comme des pays pour voyer demande d’immigration et c’est dans ces pays la, quand qu’on contrôle par exemple la langue, alors ça c'est un premier critère mais bien sur y a un autre critère que était posé plus récemment par le gouvernement français qui est d’identifier les compétences professionnels. Ça reprend un petit peu la question d’euro qui effectivement, de choisir entre […] la population d’immigration donc on a besoin aujourd’hui en France ça. Mais y a un autre phénomène qu’est très important, qui a été sujet à discussion mais qui en même temps est posé comme principe de base par la convention de Genève. C’est le droit regroupement familial, le fait qu’une personne quand elle est arrivée en France, elle a le droit de faire venir sa famille. Donc ce droit-là, il est posé au titre de la convention du droit de l’homme. Et ça c’est un droit pour l’instant inattaquable et qui se concilie difficilement avec les politiques de migration dans l’encadrement que voudraient faire les états de cette politique de migration. Voila, moi la lecture de ce que j’ai pu en voir et en comprendre. [35 :57]	1
I work in an organization for these people so as a volunteer and I have experienced that when these immigrants have found a suitable job they are more satisfied than when they have no job. And so what the European Union would like, that is to say this economic solution, is also a factor of satisfaction for these new European citizens. Thank you.	fr	[15:08] Je travaille dans une organisation pour ces personnes-là donc comme volontaire et j’ai fait l’expérience que quand ces immigrés ont trouvé un poste de travail adéquat ils sont plus satisfait que quand ils n’ont pas de travail. Et donc ce que l’Union Européenne voudrait, c'est-à-dire cette solution économique, c’est aussi un facteur de satisfaction pour ces nouveaux citoyens européens. Merci. [15:42]	2
Well yes, but there are also refugees from the territories where a war takes place, and these are real refugees.	pl	[02:35] Well yes, but there are also refugees from the territories where a war takes place, and these are real refugees. [02:48]	1
I think that first of all, employers are aware which professions are needed, nonetheless, still, it should be accepted by the government of a given country. Thank you.	pl	[55:48] I think that first of all, employers are aware which professions are needed, nonetheless, still, it should be accepted by the government of a given country. Thank you.[56:05]	1
Unfortunately, I think that democracies are unable to make effective border controls. It seems to me that in history the only countries that have managed to have effective border controls were dictatorships. And especially to prevent people from leaving, rather than entering. But to prevent them, even though in apartheid South Africa, and the neighboring countries, even though it was [...] racist and so on, the standard of living is still a bit higher. So, it's amazing, people wanted to go to South Africa anyway. I think that, so people will dream of an El Dorado like that. Democratic countries will never succeed. Because to be effective, they would have to use anti-democratic systems. And Europe so far is a democracy. And besides, in one of the arguments of the file, they put well that there will always be many who will be able to pass through the mayors. Channels or not.	fr	[18 :11] je crois malheureusement que les démocraties son incapable de faire les contrôles efficaces aux frontières. Il me semble que dans la histoire les seuls pays qui ont réussi à faire des contrôles efficaces aux frontières c’étaient les pays de dictature. Et surtout pour empêcher les gens de sortir, plutôt que d’entrer. Mais empêcher les, même si dans l’apartheid en Afrique du sud, et les pays voisins, même si c’était […] raciste et compagnie, le niveau de vie est quand même un peu plus élevé. Alors, c'est incroyable, les gens voulaient aller en Afrique de sud quand même. Je crois que, donc les gens rêveront d’un El Dorado comme ça. Des pays démocratiques ne réussiront jamais. Parce pour être efficace, il faudrait qu’ils utilisaient des systèmes anti-démocratiques. Et l’Europe jusqu’à présent est une démocratie. Et d’ailleurs, dans un des arguments du fichier, ils mettent bien qu’il en aura toujours beaucoup qui pourrons passer à travers les mayen. Filières ou pas. [19 :08]	2
... Fundamentalism in Islam. There's fundamentalism in Christianity as well. When I look at - I don't want to hurt anyone now - what the pope sometimes talks about. In Austria, the following is happening at the moment: a party, the FPÖ, the Freedom Party, a very right-wing party, is trying to use Christianity and extreme right-wing slogans to incite against Islam and partly also against Judaism. Something is happening right now that the Enlightenment, when we talked about it, has actually somehow already made us forget. This separation of religion and state is being abolished again. There is a big discussion in Austria, the Federal President is involved in the election campaign, because things are happening that are terrible. And we are no better than the fundamentalism that we accuse Islam of. Another thing about the conditions in countries like African countries, for example. I don't know exactly whether that also affects North African countries, but further south in part definitely. You also have to ask yourself what role the EU and the economy of the EU plays in the deterioration of living conditions there, for example, when food or products from Europe are sold cheaper in the countries than the products that the people there produce themselves. It is partly so that on markets in Africa products from Europe are cheaper to have, than products, which bring the native farmers or Fischer on the markets. And they earn nothing more there. Now one must ask oneself the question, they come into the misery there. Now you have to ask yourself, what is the role of the EU economy with the support of the EU in this regard? This is also a reason or can be a cause why people no longer have a livelihood and therefore try to come to Europe. Europe itself is to blame if it destroys the existence of people there, if European products are cheaper there than the local products.	de	[1:15:30]… Fundamentalismus im Islam. Im Christentum gibt es den Fundamentalismus genauso. Wenn ich mir anschaue – ich möchte jetzt niemanden verletzen – was der Papst manchmal so spricht. In Österreich passiert momentan gerade folgendes: dass eine Partei, die FPÖ, die freiheitliche Partei, eine sehr rechts stehende Partei versucht mit Christentum und rechtsextremen Slogans gegen den Islam zu hetzen und teilweise auch gegen das Judentum. Da passiert etwas ganz aktuell, was die Aufklärung, wenn wir davon gesprochen haben, eigentlich irgendwie schon vergessen gemacht hat. Es wird diese Trennung von Religion und Staat wird wieder aufgehoben. Da gibt es in Österreich ganz grossen Diskussen, der Bundespräsident wird eingeschaltet in den Wahlkampf, weil da passieren Dinge, die sind furchtbar. Und da sind wir nicht besser als der Fundamentalismus, den wir dem Islam vorwerfen. Noch etwas zu den Bedingungen in Ländern wie zum Beispiel in afrikanischen Ländern. Ich weiss nicht genau, ob das auch nordafrikanische Länder betrifft, aber weiter südlich teilweise auf jeden Fall. Man muss sich auch die Frage stellen, was die EU und die Wirtschaft der EU für eine Rolle spielt, bei der Verschlechterung der Lebensbedingungen dort, wenn zum Beispiel Lebensmittel oder Produkte aus Europa dort billiger verkauft werden in den Ländern, als die Produkte, die die Leute dort selbst herstellen. Es ist teilweise so, dass auf Märkten in Afrika Produkte aus Europa billiger zu haben sind, als Produkte, die die einheimischen Bauern oder Fischer auf die Märkte bringen. Und die verdienen dort nichts mehr. Jetzt muss man sich die Frage stellen, die kommen ins Elend dort. Jetzt muss man sich die Frage stellen, was spielt da die EU- Wirtschaft mit der Unterstützung der EU für eine Rolle diesbezüglich? Auch das ist ein Grund oder kann eine Ursache sein, warum Menschen keine Existenz mehr haben und deswegen versuchen, nach Europa zu kommen. Da ist Europa dann ganz selber daran schuld, wenn es dort Existenz von Menschen dort vernichtet, wenn europäische Produkte dort billiger zu haben sind als die einheimischen Produkte. [1:18:11]	2
That's true, because here in Germany there are now very many different nationalities living here, but it was also determined by the EU in some study that the Turks have actually been integrated the least and wanted to integrate the least. So they wanted to create their own ghettos and just came here to earn money; that was the only priority that they set - in my opinion.	de	[49:16] Also das stimmt, weil nämlich bei uns hier in Deutschland nun einmal jetzt sehr sehr viele verschiedene Nationalitäten leben aber es ist ja auch von der EU einmal in irgend einer Studie festgestellt worden, dass eigentlich die Türken am wenigsten integriert worden sind und am wenigsten sich integrieren wollten. Also die wollten schon so ihre eigenen Ghettos schaffen und sind halt einfach nur hierher gekommen, um Geld zu verdienen; das war die einzige Priorität, die die gesetzt haben – meiner Meinung nach. [49:45]	0
"I think that the EU cannot live without immigration. With more immigration or with less immigration - it lives with immigration. This is fundamental. And then with immigration from Africa, people, they come to another country, to another society. And they don't want to give up or give up their culture, their polygamy, their bigamy. That's it. And the example of the maternity hospital, is an example. People, they arrived in a country like France. France has a culture. In fact, the woman cannot be touched by a man during her delivery, so you have to choose another country. You have to submit yourself finally, you have to respect the culture, the practices of a country like France. And crazy ? It is our culture. But we are good in some areas, we are bad in others. But that's how it is. But we can only move forward by respecting others. And those who want to come, they have to think: ""I'm going to respect the people I had known when I'm in my destination country""."	fr	[54 :29] je pense que l’UE ne peut pas vivre sans l’immigration. Avec plus immigration ou avec moins immigration – elle vit avec l’immigration. C’est fondamental. Et alors en ce qui concerne l’immigration venant d’Afrique, les personnes, ils viennent vers un autre pays, vers une autre société. Et ils ne veulent pas se désister ou laisser tomber sa culture, sa polygamie, sa bigamie. C’est ça. Et l’exemple de l’hôpital de maternité, est un exemple. Les personnes, ils sont arrivés dans un pays comme la France. La France a une culture. En fait, la femme ne peut pas être touchée par un homme pendant son accouchement, alors il faut choisir un autre pays. Il faut s’assujettir enfin, il faut respecter la culture, les pratiques d’un pays comme la France. Et fou[ ?]. C’est notre culture. Mais on est bien dans certains domaines, on est mauvais dans d’autres. Mais c’est comme ça. Mais on ne peut aller de l’avant qu’en respectant les autres. Et ceux qui veulent venir, ils doivent penser : « je vais respecter les gens que j’avais connaitre quand je serais dans mon pays de destination ». [56 :00]	1
I think that it was only about persons here who come from outside of Europe. We do not talk about the immigration inside Europe, as there is a free movement of persons, so those quotas we talked about would not be reasoned. One needs to take a closer look at the conditions upon which people decide to come to Europe, but there is no need to impose any quotas because we would need to turn someone down, but there would be a necessity for those people to come, however they would not be in the ballpark of quota.	pl	[09:28] I think that it was only about persons here who come from outside of Europe. We do not talk about the immigration inside Europe, as there is a free movement of persons, so those quotas we talked about would not be reasoned. One needs to take a closer look at the conditions upon which people decide to come to Europe, but there is no need to impose any quotas because we would need to turn someone down, but there would be a necessity for those people to come, however they would not be in the ballpark of quota.  [09:59]	1
All right, I'm just going to speak up one more time and then no more. But there have now been statements where one feels obliged to go into it again. I think there is one country that has allowed immigration for many years, namely Germany, and some immigrants have also returned to their home countries. But there continues to be a problem with immigration now. And then there is one country where it never had immigration and now there is very very much, almost too much: that is Spain. That's also clear. Immigration has to be seen in context. And that's why I've spoken out several times. So I think immigration has always been selective. For example, you need language skills, but in a poor country, as I said, who can learn foreign languages? Of course, all doors and gates are open to him, yes? Those who are, of course, very highly qualified, scientifically trained, working in research and development; who has all these opportunities? These are primarily the highly developed industrialized countries. So, as I said, we have to fix these problems, otherwise we won't be able to get a grip on immigration either, that's where the causes lie. If we continue on the path we have taken so far, we will fail in Europe, even with the European model. Together, we must try to bring about harmonization. We must try to harmonize the individual rules that exist in the various member states. This is the path we must take. And we must combine this with aid to improve the living conditions in these countries, in the immigrants' countries of origin. Otherwise they will continue to come. There is also no question of legality. I can't say to someone who is starving, you don't have the right to come, right? We cannot then, as I said, somehow try to plug the channels, try to curtail immigration, to prevent it. As I said, to sort of push the stopper on the bottle or on the pipe. It's going to pop off with force at some point, right? That cork, that stopper. As I said, I think we also have a lot of skilled workers in Europe, but it is always said, yes skilled workers, especially skilled ones, can still immigrate. But Europe is still a whole. So I have freedom of movement now, I can go to any region in Europe now. I am no longer considered an immigrant. And then there was also a speech where it was said that we also have to help Europe with the issue of immigration. But Europe is all of us, right? We all belong to it. So we have to ask ourselves for help, I would say, yes? To solve this problem. So we can't say Europe has to help here, or we have to help. So that's all of us. We also need a certain openness, also in the sense of equality, equal treatment. I don't know whether we can bring about such changes, even in the European Parliament, whether they can solve the problem. In any case, we have to find a solution.	de	[32:20] Gut, ich melde mich jetzt nur noch einmal zu Wort und dann nicht mehr. Aber es gab jetzt Äusserungen, wo man sich doch verpflichtet fühlt, da noch einmal darauf einzugehen. Ich denke, es gibt ein Land, dass sehr lange Jahre Einwanderung zugelassen hat, nämlich Deutschland, und einige Einwanderer sind auch zurückgekehrt in ihre Heimatländer. Aber es gibt jetzt weiterhin auch ein Problem mit der Einwanderung. Und dann gibt es ein Land, wo es nie Einwanderung hatte und jetzt sehr sehr viel, fast zu viel: das ist Spanien. Das ist auch klar. Die Einwanderung, man muss sie ja auch im Kontext sehen. Und deswegen hab ich mich ja mehrmals auch zu Wort gemeldet. Also ich denke, Einwanderung war immer selektiv. Zum Beispiel; man braucht Sprachkenntnisse, aber in einem armen Land, wie gesagt: Wer kann da überhaupt Fremdsprachen lernen? Dem stehen natürlich alle Türen und Tore offen, ja? Wer natürlich sehr hochqualifiziert ist, wissenschaftlich ausgebildet, in Forschung und Entwicklung arbeitet; wer hat denn all diese Möglichkeiten? Das sind vor allem die hochentwickelten Industrieländer. Also wir müssen wie gesagt, diese Probleme beheben, sonst werden wir auch die Einwanderung nicht in den Griff bekommen, da liegen doch die Ursachen. Wenn wir diesen Weg, den wir bisher beschritten haben, weiter beschreiten, werden wir scheitern in Europa, auch mit dem europäischen Modell. Wir müssen zusammen versuchen, eine Harmonisierung herbeizuführen. Die einzelnen Regeln, die es in den verschiedenen Mitgliedstaaten gibt, versuchen zu vereinheitlichen. Den Weg müssen wir beschreiten. Und das verbinden mit Hilfen, um die Lebensbedingungen in diesen Ländern, in den Herkunftsländern der Einwanderer zu verbessern. Sonst werden sie weiterhin kommen. Es gibt da auch nicht die Frage der Legalität. Ich kann jemandem, der verhungert nicht sagen, du hast nicht das Recht zu kommen, ja? Wir können dann nicht versuchen, wie gesagt, irgendwie die Kanäle zu stopfen, versuchen also Einwanderung zu beschneiden, zu verhindern. Wie gesagt, sozusagen den Stopfen auf die Flasche oder auf das Rohr zu drücken. Der wird irgendwann mit Wucht abspringen, ja? Dieser Korken, dieser Stopfen. Wie gesagt, ich denke, wir haben auch viele Fachkräfte in Europa, aber es wird immer gesagt, ja Fachkräfte, besonders qualifizierte, können immer noch zuwandern. Aber Europa ist immer noch ein Ganzes. Also ich habe jetzt Freizügigkeit, ich kann jetzt in jede Region Europas gehen. Ich werde nicht mehr als Einwanderer angesehen. Und dann gab es auch noch einen Wortbeitrag wo gesagt wurde, wir müssen Europa auch helfen, beim Thema der Einwanderung. Aber Europa das sind wir ja alle, ja? Da gehören wir alle dazu. Also da müssen wir uns selber um Hilfe bitten, würd ich mal sagen, ja? Um dieses Problem zu lösen. Also da können wir nicht sagen, Europa muss hier helfen, oder wir müssen helfen. Also das sind wir alle. Wir brauchen da auch eine gewisse Offenheit, auch im Sinne eben einer Gleichheit, einer Gleichbehandlung. Ich weiss nicht, ob wir solche Veränderungen herbeiführen können, auch im europäischen Parlament, ob die das Problem lösen können. Auf jeden Fall müssen wir eine Lösung finden. [37:00]	3
It's the same thing. Right? Where's the difference? I kick him out again or have him arrested or something and there I say come stay here. And that's - I can't bring that, can I? That's a double standard.	de	[32:27] Das ist dasselbe. Oder? Wo ist der Unterschied? Den schmeisse ich wieder raus oder lass ihn verhaften oder sonst etwas und da sage ich komm bleib hier. Und das ist doch – das kann ich doch nicht bringen? Das ist doch eine Doppelmoral. [32:46]	1
(... ... ... ...) I would say that it would be absolutely necessary that we all have the same conditions within the EU under which we regulate this question, because due to the open borders within Europe, a shift of the problem will take place again and again anyway. And therefore, within the EU, we should also have, I would say, a common legal situation that regulates something like this in the first place. And in this respect, I find such a discussion, as we have it here, necessary, and can only welcome that, I say, then also to coordinate, where is the consensus between the different national solutions, then evenly.	de	[05:40] (… … … …) würd ich sagen, es wäre absolut notwendig dass wir alle innerhalb der EU die gleichen Voraussetzungen hätten unter denen wir diese Frage regeln, weil durch die offenen Grenzen innerhalb Europas wird ja sowieso eine Verlagerung des Problems immer wieder stattfinden. Und von daher sollten wir innerhalb der EU dann auch, ich sag einmal, eine gemeinsame Gesetzeslage haben, die überhaupt so etwas erst einmal regelt. Und insofern finde ich so eine solche Diskussion, wie wir sie hier haben, notwendig, und kann das nur begrüssen, ich sag mal, dann auch abzustimmen, wo ist der Konsens zwischen den verschiedenen nationalen Lösungen, dann eben auch. [06:29]	2
I would say that you never know how something will turn out when you start something, but you have to try it! You just have to give it a try, maybe it will work. And I also see Obama as a role model somehow, he has in this chaos in America, I mean that is so terrible what has happened there everything and he just tries it and you have to do it, you have to try it. You'll see if it works or doesn't work.	de	[76:35] Ich würde sagen, man weiss ja nie wie irgendetwas ausgeht, wenn man irgendwas anfängt, aber man muss es doch versuchen! Man muss es doch einfach mal versuchen, vielleicht klappt es ja. Und ich sehe da auch Obama als Vorbild irgendwie, der hat in diesem Chaos in Amerika, ich meine das ist so schrecklich was da alles passiert ist und er versucht es einfach und man muss es machen, man muss es versuchen. Man wird ja dann sehen ob es klappt oder nicht klappt. [77:07]	1
I would like to ask you a question. When you are talking about the Muslim immigrants, are you scared of them? I would like to know what kind of reactions you have on them. What kind of feelings they raise inside of you? Muslims’ world it is a world which we do not know well. We do not know their habits, traditions. We all remember 11 of September, (ok I do not know to what it can lead) so what do you feel when you see somebody from the Islam religion, somebody who is dressed differently. What do you think about it? In my opinion, this is actually not a problem. Religion in the EU should not be a problem. However, when we are talking about the immigration, religion should not play an important role here. As far as I know, Muslims are people which can adapt themselves very well in the society and accept the conditions.	pl	[21:52]I would like to ask you a question. When you are talking about the Muslim immigrants, are you scared of them? I would like to know what kind of reactions you have on them. What kind of feelings they raise inside of you? Muslims’ world it is a world which we do not know well. We do not know their habits, traditions. We all remember 11 of September, (ok I do not know to what it can lead) so what do you feel when you see somebody from the Islam religion, somebody who is dressed differently. What do you think about it? In my opinion, this is actually not a problem. Religion in the EU should not be a problem. However, when we are talking about the immigration, religion should not play an important role here. As far as I know, Muslims are people which can adapt themselves very well in the society and accept the conditions.[23:15]	1
I think it's good that you bring the American example. We know, North America, own continent with two borders. They build a wall to the south, to Mexico with thousands of deaths. To the north, there is Canada, they don't need one. The Federal Republic of Germany is surrounded, is surrounded by friends, by EU members. There are highways. And in Germany you can drive without speed limit. And there you drive namely - from Austria, from Belgium, from Switzerland, even in the meantime - you drive smoothly through. I drive from Germany, Bavaria to Austria with 120 or 150 if I want to. Do we want to build borders again? The problem cannot be solved in this way. With border controls, dear Mario, is in Europe - we have 27 dwarf states in comparison, does not work at all; we would have a rat tail of costs, we would have walls, it is already enough the wall around the Palestinians, we can not do, first. Secondly, I have to emphasize again because we are in the EU, we are no longer talking about Spanish, Portuguese workers, because these are not immigrants, but these are EU citizens, that you finally keep it apart.	de	[26:30] Ich finde es gut, dass du das amerikanische Beispiel bringst. Wir wissen, Nordamerika, eigener Kontinent mit zwei Grenzen. Sie bauen eine Mauer nach Süden, nach Mexiko mit tausenden von Toten. Nach Norden, da ist Kanada, brauchen sie keine. Die Bundesrepublik Deutschland ist umgeben, ist umzingelt von Freunden, von EU-Mitgliedern. Da sind Autobahnen. Und in Deutschland darf man ohne Geschwindigkeitsbegrenzung fahren. Und da fährt man nämlich – von Österreich, von Belgien, von Schweiz, sogar inzwischen – fährt man glatt durch. Ich fahre von Deutschland, Bayern nach Österreich mit 120 oder 150 wenn ich will. Wollen wir da wieder Grenzen bauen? Das Problem ist so nicht zu lösen. Mit Grenzkontrollen, lieber Mario, ist in Europa – wir haben 27 Zwergstaaten im Vergleich, geht gar nicht; wir hätten einen Rattenschwanz von Kosten, wir hätten Mauern, es reicht schon die Mauer um die Palästinenser rum, können wir nicht machen, erstens. Zweiten muss ich nochmals betonen weil wir in der EU sind, wir reden nicht mehr von spanischen, portugiesischen Arbeitnehmern, weil das sind keine Einwanderer, sondern das sind EU- Mitbürger, dass man das endlich mal auseinander halten. [27:47]	3
Few years ago in Italy there was a first official case about it. They gave jobs to a big amount of immigrants and let them stay in Italy. So many immigrants from France and Germany came to Italy. So I do not think that such a big procedure of legalizing immigrants is the best idea and solution. Such people should be integrated in the society. Of course we can not reject them on margin; this is also not a good solution. I also think that all of these people should be somehow integrated in the society. Of course, everything here depends on the individual situation. I’m talking now especially about the people which should get political asylum. Not all of the people are coming for economic reasons, also criminals [are coming], and we should remember this as well.	pl	[10:00]Few years ago in Italy there was a first official case about it. They gave jobs to a big amount of immigrants and let them stay in Italy. So many immigrants from France and Germany came to Italy. So I do not think that such a big procedure of legalizing immigrants is the best idea and solution. Such people should be integrated in the society. Of course we can not reject them on margin; this is also not a good solution. I also think that all of these people should be somehow integrated in the society. Of course, everything here depends on the individual situation. I’m talking now especially about the people which should get political asylum. Not all of the people are coming for economic reasons, also criminals [are coming], and we should remember this as well.[11:20]	1
Well, I agree with all those who had a say, but what is important for me is that also the people who are here illegally and who have very often, for example, health problems and no money to go to see a doctor - This is really nothing good - neither for them nor for their families and it is a reason for suffering.	pl	[07:38] Well, I agree with all those who had a say, but what is important for me is that also the people who are here illegally and who have very often, for example, health problems and no money to go to see a doctor - This is really nothing good - neither for them nor for their families and it is a reason for suffering.   [08:05]	1
