cleaned_comment	orig_lang	speech	respect
"So, we asked different questions. Patricia [PA] said, ""mutual respect is very very important. ""I think so. But at the end of the day, what do we want? Do we want these immigrants who went to France to become 100 percent French or the other way around? 54 percent of the Turkish people still have to learn more about language and I would like to know, for all the supporters, how it worked from the beginning of these waves of immigration. It is also said that the native population has a certain culture, which could be disturbed by this immigration or even foreign invasion. I find this a bit strong. And culture, language, history - it would be nice to be able to talk about all these things. So, if we already speak the same language to begin with, I am already very happy when I hear our national songs sung, whether in Norwegian or in French. And all this is destroyed. It's completely destroyed when you have made a good bouillabaisse and a pot of mix. Thank you."	fr	[13:47] Donc, on a posé différents questions. Patricia[PA] a dit :  « le respect mutuel c’est très très important. » Je crois aussi. Mais en fin de compte, que voulons-nous ? Est-ce que ces immigrés qui sont allés en France, est-ce qu’on veut d’en faire des français à 100 pourcent ou l’invers, n’est-ce pas ?  54 pourcents des turques doivent encore en apprendre plus sur le plan linguistique déjà et j’aimerais bien une fois savoir, pour tous les partisans, comment-on-a fonctionné du début de ces vagues d’immigration. On dit aussi que la population autochtone détient une certaine culture, qui de part de cette immigration ou même invasion étrangère, pourrait être déranger. Je trouve ça un peu fort. Et la culture, la langue, l’histoire – ça serait bien de pouvoir s’entretenir sur tous ces sujets. Donc, si nous parlons déjà la même langue pour commencer, je suis déjà très heureux quand j’entends chanter nos chansons nationales, que se soi en norvégien ou en français. Et tous cela, il est détruit. C’est complètement détruit lorsqu’on a fait une bonne bouillabaisse et un pot mélange. Merci. [15 :10]	1
I think it's a very interesting topic. There are many nuances, I for example could go on talking about it until midnight but I think time is running out and we need to put some order in this discussion. So I propose the following: This afternoon, we will only talk about legal immigration, tomorrow morning for example we will talk about illegal immigration and also I would like us to fish out a little bit the arguments given in the documents we have in front of us because I think there are really very very interesting arguments in there.	fr	[37:09] Je crois que c’est un sujet très intéressant. Il y a des nombreuses nuances, moi par exemple je pourrais continuer en parler jusqu'à minuit mais je pense que le temps presse et il faut mettre un peu de l’ordre dans cette discussion. Donc moi je propose la chose suivante : Cet après-midi, on ne parlera que de l’immigration légale, demain matin par exemple on parlera de l’immigration illégale et également je voudrais bien qu’on repêche un petit peu les arguments donnés dans les documents que nous avons sous les yeux car je pense il y a vraiment des arguments très très intéressants là-dedans. [37:48]	1
I totally agree with Walerian. If there are laws, they must be respected. Even the Minister of Immigration, a few months ago when there were all these associations that wanted the legalization of all illegals, but no we are a man...of rights, we have laws and we will respect them. But secondly, to come back to Andrée, it was even a measure that may be well thought out but in practice it is completely unreal because precisely what he said, and everyone knows it, you [drive] them out, they come back the other way. And it costs millions and millions for nothing, a plane, the four police officers that bring them back to Nigeria or whatever country they come from and maybe we can find a way to spend those millions more efficiently than with the return of the immigrants.	fr	[20:11] Je suis tout à fait d’accord avec Walerian. S’il y a des lois, il faut les respecter. Même le ministre de l’immigration, il y a quelques mois quand il y avait toutes ces associations qui voulaient la légalisation de tous les illégaux, mais non nous sommes un homme[ ?] des droits, nous avons des lois et nous les respecterons. Mais deuxièmement pour revenir à Andrée, c’était même une mesure qui peut-être est bien pensée mais en pratique elle est complètement irréelle parce que justement ce qu’il a dit aussi, et tout le monde le sait, vous les [conduites] à la porte, ils reviennent de l’autre côté. Et ça coute des millions et des millions pour rien, un avions, les quatre policiers qui les ramènent en Nigeria ou quelle pays où ils viennent et peut-être on peut trouver un moyen de dépenser ces millions plus efficacement que avec le retour des immigrés. [21:08]	1
I'll pick up again what was said. So the problem is the language. But with us, it's not a problem in Spain. If the Maghrebians arrive, two months later they speak. Not perfectly, but they speak enough Spanish. They definitely understand everything and we can understand them. So the problem with us is not shaped like that. So it has nothing to do with the language. The Romanians, it's incredible how quickly they learned Spanish. Even before they came to the Union. I think necessity is the mother of invention, let's say. Because you have to learn there. But English people, for example, they don't learn a word of Spanish. So those who live with us, there are quite a few, Germans and English, and they don't make any effort. I have English neighbors. Very nice. We have established friendly ties. But not a word of Spanish. Not even after a long time. Especially the men are not very good. Apparently, the gentlemen of creation have even more difficulties with the language. Maybe the women have an easier access. Be that as it may, that is the situation. The English gentlemen in particular have made no effort at all to speak just one word of Spanish. Well, now, in order to integrate somehow, you have to manage to communicate with people you live with. That's the only way to integrate. Now the illegal immigrants: it has been said that there are none. So, somehow nobody is illegal. That is a term that is not correct. We can't say that a human being is illegal. One can commit illegal acts. But for a human being or a human being to be illegal, where are we going?	de	[59:38] ich werde nochmals aufgreifen, was gesagt wurde. Also das Problem sei die Sprache. Bei uns aber ist es kein Problem in Spanien. Kommen die Maghrebiner an, zwei Monate später sprechen sie. Nicht perfekt, aber sie sprechen ausreichend Spanisch. Sie verstehen auf jeden Fall alles und wir können sie verstehen. Also das Problem bei uns ist nicht derart gestaltet. Also es hat nichts mit der Sprache zu tun. Die Rumänen, es ist doch unglaublich, wie schnell sie Spanisch gelernt haben. Noch bevor sie in die Union kamen. Ich glaube, Not macht erfinderisch, sagen wir mal. Denn man muss da lernen. Aber Engländer zum Beispiel, die lernen kein Wort Spanisch. Also die bei uns wohnen, da gibt es eine ganze Menge, Deutsche und Engländer, und die bemühen sich nicht. Also ich hab englische Nachbarn. Sehr nett. Wir haben freundschaftliche Bande geknüpft. Aber kein Wort Spanisch. Auch nach längerer Zeit nicht. Insbesondere die Männer sind da nicht besonders. Offenbar haben die Herren der Schöpfung noch mehr Schwierigkeiten mit der Sprache. Vielleicht haben die Frauen einen leichteren Zugang. Wie dem auch sei, das ist die Situation. Insbesondere die englischen Herren haben überhaupt keine Anstrengung unternommen, um nur ein Wort Spanisch zu sprechen. Nun, um uns nun irgendwie zu integrieren, muss man es schaffen, mit Leuten, mit denen man lebt, zu kommunizieren. Nur so kann man sich integrieren. Nun die illegalen Einwanderer: Es wurde ja gesagt, es gibt keine. Also, irgendwie ist doch niemand illegal. Das ist ein Begriff, der nicht richtig ist. Wir können doch nicht sagen, ein menschliches Wesen ist illegal. Man kann illegale Handlungen begehen. Aber dass ein Mensch oder ein menschliches Wesen illegal ist, wo kommen wir denn da hin? [1:01:55]	2
One last thing I would like to add. Democracy is based on rights. Someone who comes has rights, but then there are also duties in democracy. We give rights and obligations. The people who come must then also comply with the obligations that come with the rights.	de	[1:06:39] eine letzte Sache, die ich gerne anfügen möchte. Demokratie basiert auf Rechten. Jemand, der kommt, hat Rechte, aber dann gibt es auch Pflichten in der Demokratie. Wir geben Rechte und Pflichten. Die Personen, die kommen, müssen dann auch die Verpflichtungen einhalten, die mit den Rechten einhergehen. [1:07:05]	1
Few years ago in Italy there was a first official case about it. They gave jobs to a big amount of immigrants and let them stay in Italy. So many immigrants from France and Germany came to Italy. So I do not think that such a big procedure of legalizing immigrants is the best idea and solution. Such people should be integrated in the society. Of course we can not reject them on margin; this is also not a good solution. I also think that all of these people should be somehow integrated in the society. Of course, everything here depends on the individual situation. I’m talking now especially about the people which should get political asylum. Not all of the people are coming for economic reasons, also criminals [are coming], and we should remember this as well.	pl	[10:00]Few years ago in Italy there was a first official case about it. They gave jobs to a big amount of immigrants and let them stay in Italy. So many immigrants from France and Germany came to Italy. So I do not think that such a big procedure of legalizing immigrants is the best idea and solution. Such people should be integrated in the society. Of course we can not reject them on margin; this is also not a good solution. I also think that all of these people should be somehow integrated in the society. Of course, everything here depends on the individual situation. I’m talking now especially about the people which should get political asylum. Not all of the people are coming for economic reasons, also criminals [are coming], and we should remember this as well.[11:20]	1
The next point that I think is quite acceptable is selective legislation to regularize illegal immigrants in a country, to give them legal status on a case by case basis depending on whether they have a job, a family and so on and whether they are likely to impose a burden on the public service. But there is no time obviously, we have not solved with the - we will have to come, the problem of people who come only to - after the traumas of visa, and that they stay in the countries, I do not want to evoke the subject of the prostitutes who come from the countries of the East, who come every six months, they are replaced, they come with visas, they work six months in France, they return and there is a new arrival. It's also an eternal waltz? of immigrations that for the moment there is no way to control it.	fr	[21:21] Moi je trouve le prochain point qui pour moi est tout-à-fait acceptable,  c’est une législation sélective pour régulariser des immigrants illégaux présent dans un pays, leur donner un statut légal au cas par cas selon qu’ils ont un travail, une famille et cetera et s’ils sont susceptibles d’imposer une charge au service public. Mais il n’y a pas le temps évidemment, on n’a pas résolu avec le – on faudra venir, le problème des gens qui viennent seulement pour – après les traumas de visa, et qu’ils restent dans les pays, je ne veux pas évoquer le sujet des prostitues qui viennent des pays de l’est, qui viennent tous les six mois, ils sont remplacé, ils viennent avec des visas, ils travaillent six mois en France, ils rentrent et il y a un nouvel arrive. C’est aussi une éternelle valse[ ?] des immigrations que pour l’instant il n’y a aucun moyen de le maitriser. [22:24]	1
I just wanted to add to their thought. I would recommend a self-help like that and I think that would be the very best thing. That would help everybody and you could also have these countries - I don't see it as blackmail either - if you control where the money goes. That's certainly not blackmail, that's what we do everywhere, so also in Germany, if I donate something somewhere, then I also want that the money really arrives there and not that it ends up in some account somewhere and is really hoarded in Switzerland. So I just wanted to confirm that, that thought	de	[74:00] Ich wollte mich nur ihrem Gedanken noch anschliessen. Ich würde so eine Hilfe zur Selbsthilfe empfehlen und ich denke, das wäre das allerbeste. Das würde allen helfen und man könnte auch diese Länder – ich sehe das auch nicht als Erpressung an – wenn man die Gelder kontrolliert, wo die hingehen. Das ist sicherlich keine Erpressung, das macht man ja überall so, also auch in Deutschland, wenn ich irgendwo etwas spende, dann möchte ich auch, dass das Geld auch wirklich dort ankommt und nicht, dass es irgendwo auf irgendeinem Konto landet und wirklich dann in der Schweiz gehortet wird. Also ich wollte das nur noch gerne bestätigen., diesen Gedanken [74:49]	1
Maybe these people are here to take advantage of social laws, maybe that's true but maybe also how - maybe they only have that opportunity. Are they given enough jobs, are they given enough training so that they can have a job that is their level and a proper way of life? So, it is sure that - well - in which direction we have to take the problem and how we have to solve it - what does the one do, what does the other do? What is the cause and what is the effect? It is very complicated. And I think that there are people who are trying to integrate, who are trying not to take advantage of the social goods that we have in our countries, but they don't have the possibility to work. And I think that's still something that's common.	fr	[20:02] Peut-être ces gens sont là pour profiter des lois sociales, c’est peut-être vrais mais peut-être aussi comment – ils n’ont peut-être que cette possibilité. Est-ce qu’on leur offre des emplois suffisants, est-ce qu’on leur donne une formation suffisante pour qu’ils puissent avoir un job qui soit leur niveau et une façon de vivre correcte ? Alors c’est sûr que – bon – dans quelle sens on doit prendre le problème et comment on doit le résoudre - qu’est-ce qu’il fait l’un, qu’est-ce que il fait l’autre ? Quelle est la cause et quelle est l’effet ? C’est très compliqué. Et je pense qu’il y a des gens qui cherchent à s’intégrer, qui cherchent à ne pas profiter des biens sociaux qu’on trouve dans nos pays mais qui n’ont pas la possibilité de travailler. Et je pense que ça, ça reste quelque chose de fréquent. [20:54]	2
I think if we're in skilled wage - in skilled jobs and there's a supply there, meaning the companies need people to do the work to keep that whole operation going - I don't think migration will make people willing to work at low wages. They are well educated, they are comprehensively trained, they have comprehensive knowledge when they come here, because they come here not to live in a country or to say that people are basically better off there, so I'll go there, but they have an education, they want to do their job and want to earn money there, and I think they know very well about their market value and about their price. I think this price dumping, I have more concern in the low-wage areas where it's just about - excuse me - about masses, about the many people who are looking for work there, where then the employers have the chance to push the prices down. I think in the higher end, that's not the case.	de	[11:22] Ich denke, wenn wir im qualifizierten Lohn – in qualifizierten Arbeitsplätzen sind und es ist ein Angebot da, das heisst, die Betriebe brauchen Mitarbeiter, die die Arbeit verrichten, um diesen ganzen Betrieb am Laufen zu halten – glaube ich nicht, dass durch Migration die Menschen bereit sind, zu Niedriglöhnen zu arbeiten. Sie sind gut ausgebildet, sie sind umfassend ausgebildet, haben umfassende Kenntnisse wenn sie hierher kommen, denn sie kommen ja hierher, nicht um in einem Land zu wohnen oder vor dem Hintergrund zu sagen da geht es den Menschen grundsätzlich besser, also gehe ich mal dahin, sondern sie haben eine Ausbildung, sie wollen ihren Beruf ausüben und wollen dort Geld verdienen und ich denke, die wissen sehr gut um ihren Marktwert und um ihren Preis. Ich denke, dieses Preisdumping, habe ich eher Sorgen in den Niedriglohnbereichen wo es einfach um – Entschuldigung – um Massen, um die vielen Menschen geht, die dort Arbeit suchen, wo dann die Arbeitgeber die Chance haben, die Preise zu drücken. Ich glaube im höheren Bereich ist das nicht der Fall. [12:32]	1
With regard to this point of view, I would like to give my opinion. What is the use of a qualification, what is the use of training if the diplomas are not recognized? I have experienced this myself many times in my professional activity that we have people, for example, who have a university or college degree from Russia, who already have work experience in highly qualified professions. But in diplomas, qualifications are not recognized. This is the problem. And then we say we have doctors, we have a lot of people who come to us to work and quite qualified. So when we talk about the emigration of German doctors, all of a sudden we ask these doctors - some years ago, fifteen years ago, it was impossible, it was very very difficult for example to realize a transition year and to adapt to the medical system in Germany. Today it is different, the possibility exists. But in other professions, it is really extremely difficult to have a diploma recognized. And I don't think this is the right solution.	fr	[42 :31] En ce qui concerne ce point de vue, je voudrais donner mon opinion. À quoi sert une qualification, à quoi sert une formation si les diplômes ne sont pas reconnus ? J’ai vécu cela moi-même nombreuses fois dans le cadre de mon activité professionnelle que nous avons des personnes, par exemple qui ont un diplôme d’université ou d’école supérieure en provenance de Russie, qui ont déjà une expérience professionnelle dans des métiers très qualifiés. Mais dans des diplômes, les qualifications ne sont pas reconnus. C’est ça justement le problème. Et puis on dit nous avons des médecins, nous avons beaucoup des personnes qui viennent chez nous pour exercer une activité professionnelle et tout-à-fait qualifié. Alors quand on parle à l’émigration des médecins allemands, tout à coup on demande ces médecins – il y a quelques années, il y a quinze ans, c’était impossible, c’était très très difficile par exemple de réaliser une année de transition et de s’adapter au système médical en Allemagne. Aujourd’hui c’est différent, la possibilité existe. Mais dans d’autres professions, il est vraiment extrêmement difficile d’avoir une reconnaissance de diplôme. Et je ne pense pas que ce soit la bonne solution. [43 :42]	1
"So, to me, the question has not yet been answered properly, why we or why it is good for us or for another continent, if for example Africans come to Europe. That has not yet been explained here at all, why that should be good. As long as there is no bonus for Africa and no advantage for Europe, we don't need to think about the fact that there are some Africans who are perhaps desirable here, just to give you an example. And to that extent, I would say there is only one answer here, ""yes"" or ""no."" We let them in or we let them out completely, but not anything in between."	de	[24:26] Also mir ist noch nicht die Frage richtig beantwortet worden, warum wir oder warum es gut für uns ist oder für einen anderen Kontinent, wenn zum Beispiel Afrikaner nach Europa kommen. Das ist jetzt hier noch gar nicht erklärt worden, warum das gut sein soll. Insofern brauchen wir da, solang es da keinen Bonus für Afrika gibt und keinen Vorteil für Europa, muss man auch nicht darüber nachdenken, dass es manche Afrikaner gibt, die vielleicht hier erwünscht sind, nur um ein Beispiel zu sagen. Und insofern würde ich sagen, es gibt hier nur eine Antwort, „ja“ oder „nein“. Wir sie rein oder wir lassen sie komplett raus, aber nicht irgendwas dazwischen. [26:05]	1
So, I said that in our country, with us in Cyprus, that the migrants, the foreigners are trying to improve life. They come to us to work, to improve the level of their life.	de	[06:14] Also, ich sagte, dass in unserem Land, bei uns auf Zypern, dass die Migranten, die Ausländer versuchen, das Leben zu verbessern. Sie kommen zu uns, um zu arbeiten, um das Niveau ihres Lebens zu verbessern. [06:31]	1
"I would like to react to what Marleen said. It's true that there is the political dimension that we have been talking about up to now. And then there is the human dimension, because we all know people of immigrant background, we can have professional relationships, we can have friends. So there is always a look that makes a difference in the way we look at things. And then in France, for example, what is quite the non-plus-ultra for families [...] is to have a kid who studied in the United States or England and who started working in the United States. And strangely enough that person doesn't have that look of immigration, of their children in another country. If you tell them that their children are immigrants, they will say... ""no, they're not"". It's always difficult to reason in relation to a close environment. And then to reason in a more global way or there the things we can have complete contradictions in relation to what if lives in the daily life. I find that this is what is difficult in these questions of immigration and the policies that are implemented. [1 :"	fr	[1 :08 :33] Je voudrais réagir à ce que disait Marleen. C’est vrai qu’il y à la dimension politique on a évoque jusqu’à présent. Et puis il y a la dimension humaine, parce qu’on connait tous des relations de gens de l’immigration, on peut avoir des relations professionnels, on peut avoir des copains. Donc il y a toujours un regard qui fait une différence dans la place comme on regarde les choses. Et puis en France par exemple ce qui est assez le non-plus-ultra des familles […] c'est d’avoir un gamin qui a fait ses études en Etats-Unis ou Angleterre et qui a commencé à travailler aux Etats-Unis. Et curieusement cette personne-là n’ont pas ce regard d’immigration, de leurs enfants dans un autre pays. Si on leurs dit, leurs enfants sont des immigrés, on va… « non, pas du tout ». C'est toujours difficile de raisonner de faire place par rapport à un environnement proche. Et puis raisonner d’une façon plus globale ou là-bas les choses on peut avoir des contradictions complètes par rapport à ce que si vit au quotidien. Je trouve que c'est ça qui est difficile dans ces questions d’immigration et des politiques qui sont mis en œuvre. [1 :09 :52]	1
What we see here, in fact, is that this story of the common denominator, Europe, why we arrive at 27, is unfortunately or fortunately, that is in principle his ideological point of view, it is something else. But the common denominator is only economic in fact. Why do we have 27? It's because 27 can trade together. On the other values, on the other questions, the question has not been asked - do the 27 countries of Europe have common values? The question has not been asked in fact. I am talking about the enlargements, I am talking about the hard core, let's say the countries that came together after the Second World War. There, there were really - and still, it was for economic decisions, it was to group together the metal and coal trade, so we see that we were not really in the (...) either. And for immigration it's the same thing, that is to say, we look at immigration from an economic point of view, we are confronted with that. Then, on how to manage illegal immigration: the question I ask myself is when should an immigration be illegal and when is it legal? That is to say, can an immigrant, who entered illegally, access by the work ticket or by the marriage ticket or something like that, a legal status or not. I believe that this is the question that must be answered. If it's no, there's no choice, it means that by building a wall, in fact, we talked during the break, Brigitte, about the border between Mexico and America, so well, afterwards, we have to see in effect how it happens. This is a physical wall, not a symbolic one. It's a physical wall with curves, everything is metric, etc. Either we accept to manage it on a case-by-case basis and say, here are people coming in and people will come in. That's what I say too. If we let the goods in, we let the people in. Of course, either we cut completely, but we cut everywhere. You don't cut down on humans, you also cut down on goods, you also cut down on trade, etc. And if we agree to say that people come in anyway, legally or illegally, we have to find the means to say when we will give them a blue card or the equivalent. So in France, at this point, we are confronted with policies to flush out, let's say, illegal immigrants, which causes a lot of friction. Well, me personally, I am extremely shocked by certain things, in the way they happen, at the same time, I don't say that the solutions, they have to be found, but we have to always bring the thing back, that is, belonging to [...], we say that the illegal immigrants don't have the right to be on the territory anymore. It means that we drive them, it means that we don't let them in. So this is a question that can be managed at the European level. The fact of saying that we can't let them in effectively, if everyone, as Alberto said, if we let the local politicians, I mean, when I say local... if we let the national politicians answer this question. Unfortunately, they are going to answer in, (... ...) to say, in two, three, four, five years, depending on the chances they have. So, they will give electoral answers. Europe has this chance to force itself to consensus in fact. And consensus is complicated, but at the same time, in my opinion, it forces us to make more intelligent decisions. Although smoother, although perhaps more radical, but in any case, we are obliged to think about it together. That's the difficulty, but that's the chance.	fr	[02 :23] Ce qu’on voit là en fait surtout c’est que cette histoire de dénominateur commun l’Europe, pourquoi on arrive à 27, c’est malheureusement ou heureusement, ça c’est en principe son point de vue d’idéologie, c’est autre chose. Mais le dénominateur commun il est uniquement économique en fait. Pourquoi on arrive à 27 ? C’est parce que 27 peuvent faire du commerce ensemble. Sur les autres valeurs, sur les autres questions, la question s’est pas posée sur – est-ce que les 27 pays d’Europe ont des valeurs communes ? La question se n’est pas posée en fait. Je parle des élargissements, je parle du noyau dure, on va dire des pays qui se sont regroupés après la seconde guerre mondiale. Où là il y avait  véritablement – et encore, c’était pour des décisions économiques, c’était pour regrouper le commerce de métaux et du charbon, donc on voit qu’on n’était pas vraiment dans les (…) non plus. Et pour l’immigration c’est la même chose, c'est-à-dire que, donc, on regarde l’immigration d’un point de vue économique, on est confronté à ça. Alors après sur comment gérer l’immigration illégale : Moi, la question que je me pose c’est à partir de quand une immigration devrait illégal et à quand elle est légale ? C'est-à-dire, est-ce que un immigré, entré illégalement, peut accéder par le billet du travail ou par le billet de mariage ou quelque chose comme ça, un statut de légalité ou non. Je crois que c’est ça la question à quelle il faut répondre. Si c’est non, il y a pas le choix, ça veut dire que en construire un mur, en faite, on a parlé pendant la pause, Brigitte, de la frontière entre Mexique et l’Amérique, alors bon, après, il faut voir dans l’effet comment ça se passe. Et voilà, ça c’est un mur physique, ce n’est pas un mur symbolique. C’est un mur physique avec des rondeurs, tout est métrique, etc. Soit on accepte de gérer au coup par coup de dire voilà des gens rentrent et des gens rentreront. C’est ce que je dis aussi. Si on laisse rentrer les marchandises, on laisse rentrer les gens. Certes que soit on coupe complètement, mais on coupe partout. On ne coupe pas aux humains, on coupe aussi aux marchandises, on coupe aussi aux échanges commerce, etc. Et si on accepte de dire que les gens de toute façon rentrent, légalement ou illégalement, il faut trouver les moyens ensuite, de dire à partir de quel moment, on leur donne une carte bleu ou équivalente. Alors en France, à ce moment là, on est confronté à des politiques pour débusquer, on va dire, les immigrés illégaux, qui occasionnent pas mal de friction. Bon, moi personnellement, je suis extrêmement choquer de certains choses, de manière comme ils se passent, en même temps, je ne dis pas que les solutions, ils doivent se trouver, mais il faut toujours ramener le truc, c'est-à-dire, appartenant[ ?], on dit que les immigrés illégaux n’ont plus le droit d’être sur le territoire. Ça veut dire qu’on leur conduit, ça veut dire qu’on ne les laisse pas entrer. Donc ça c’est une question qui peut se gérer au niveau européen. Le fait de dire qu’on ne peut pas les laisser rentrer effectivement, si chacun, comme disait Alberto, si on laisse les politiques locaux, on veut dire, quand je dis locaux.. si on laisse les politiques nationaux répondre à cette question là. Malheureusement, ils vont répondre en, (… …) de dire, dans deux, trois, quatre, cinq ans, suivant les chances qu’ils ont. Donc, ils vont apporter des réponses électoralistes. L’Europe a cette chance de pouvoir se forcer elle-même à du consensus en fait. Et le consensus c’est compliquer mais en même temps ça oblige à mon avis à prendre des décisions plus intelligentes. Quoique plus lisse, quoique peut-être plus radical, mais en tout cas, on est obligé d’y réfléchir à plusieurs. C’est la difficulté, mais c’est la chance. [06 :17]	1
In my opinion, based on the example of Poland[BG], specifically on the Warminsko-Mazurskie Olsztyn region, there are more immigrants nowadays especially in the trade and gastronomy and there is no crime. I do not agree with what the colleague said from Slovenia[EA] that the crime increased because of the immigrants. In my opinion, they are taking good care of the harmony and order because they care about their jobs. Thank you.	pl	[1:17:40]In my opinion, based on the example of Poland[BG], specifically on the Warminsko-Mazurskie Olsztyn region, there are more immigrants nowadays especially in the trade and gastronomy and there is no crime. I do not agree with what the colleague said from Slovenia[EA] that the crime increased because of the immigrants. In my opinion, they are taking good care of the harmony and order because they care about their jobs. Thank you.[1:18:07]	2
I'm going to do a little Tae Quan [SE] with Serge-Henry, in fact you say they are pulled by their rich countries and all its issues. In fact, we were talking about both things at the same time, immigration and climate change becoming ... ... blue. And a little bit of immigration because they're not interested in coming to us anymore. Well - I'm a bit of an attacker, maybe a bit too much, because we know more than we're going to [say?]. But to come to all this. We must not forget that at this moment, people are doing something terrible. Every election that is approaching, we have the example in France at the moment; Sarkozy was the champion of the question, it is a few weeks before the elections, every time, Sarkozy came to us with monstrous security plans and there, it came out at a few days. Although it must have porticos in the entrances of the schools, body searches, we have become a total demagogy. And as long as the policy becomes such a demagogy, it plays on any illegal immigration, legal; as soon as there is a problem, as soon as a decision comes. The media, which are in France or I imagine in Germany, in England, owned by friends of the political power. In France for example the TF1, the site 8 [Direct 8?], the group [...], the group [...] is all owned by friends of the men who are in power now. So everybody does each other favors and the media is chaining mediocrity, that is, that the people should cry and be afraid. And I think that in Europe this makes sense at the moment. There is a governance, not by the European culture? but by the policies of each country that turns miserabilism into fear, into cretinism. And I think that there is a need for the citizens to wake up. We absolutely have to become aware that the world is a very small place anyway. This is the first time that we go from one end to the other in less than 24 hours. And that we are all destined to live together. So I think that the question of migration does not even arise anymore. We should already be beyond this question. Because we are destined for a world without flags [.........]. Everyone tells themselves that, but the nation state is the world, it is no longer the borders of each country, I think.	fr	[55 :32] Je vais faire un peu Tae Quan[ ?] avec Serge-Henry[SE], en fait tu dis ils soient tirés par ses pays riches et tout ses enjeux. En fait, on parlait des deux choses à la fois, l’immigration et changement climatique devenant  … … bleue. Et un peu d’immigration parce qu’ils ne sont plus intéressés à venir chez nous. Bon – je suis un peu attaquant, un peu trop peut-être, parce qu’on sait plus qu’on va [dire?]. Mais pour venir à tous cela. Il ne faut pas oublier qu’en ce moment, les gens font un truc terrible. Chaque élection qui approche, on a l’exemple en France actuellement ; Sarkozy était championnaire de la question, c’est quelques semaines avant les élections, à chaque fois, Sarkozy nous provenait des plans sécurités monstrueux et là, c’est sorti à quelques jours. Bien qu’il doive avoir des portiques dans les entrées des écoles, des fouilles au corps, on est devenue une démagogie totale. Et tant que la politique devient une telle démagogie, il joue sur toute immigration illégale, légale ; dès qu’il y a un problème, dès une décision arrive. Les médias, qui sont en France ou j’imagine en Allemagne, en Angleterre, détenue par des amis du pouvoir politique. Dans la France par exemple le TF1, le site 8[Direct 8 ?], le groupe […], le groupe […] est tous ça est détenue par des amis des hommes qui sont en pouvoir actuellement. Donc tout le monde se rend service et les médias enchainent médiocrité, c'est-à-dire, qu’il faut que le peuple pleure et ait peur. Et je trouve qu’en Europe visiblement ça fait un peu sens à ce moment. Il y a une gouvernance, non pas par le culture[ ?] européenne, mais par les politiques de chaque pays qui tourne le misérabilisme à la peur, au crétinisme. Et je pense que là il faut que les citoyens se réveille. Il faut absolument qu’on prenne conscience que de toute façon, le monde est tout petit. C’est la première fois qu’on va d’un bout à l’autre dans moins de 24 heures. Et qu’on est voué à vivre tous ensembles. Donc je trouve que la question de migration se pose même plus. On devra déjà être au-delà de cette question. Parce que on est voué à ce que le monde n’ait plus de drapeau [………]. Tout le monde se le raconte quand-même mais l’état nation c’est le monde, ce n’est plus les frontières de chaque pays je crois. [57 :43]	1
I would like to say, Portuguese - I am French. In France, we have received many Portuguese, Spanish and Polish immigrants, but it was not a problem and it is still not a problem. Because they are really European races. But nowadays, the problem, you will see more and more, is the problem of Africans. They arrive in whole boats that are made by mafias in the mothers. They arrive on our coasts and for some time now we have not been able to prevent this problem. The EU has to take tough measures for this. It's terrible.	fr	[16 :18] Je voudrais dire, des portugais - je suis française. On a eu en France, on a accueilli beaucoup des portugais, d’espagnoles, des polonais, mais ce n’était pas un problème et c’est toujours pas un problème. Parce que c’est des races vraiment européennes. Mais maintenant aujourd’hui, le problème, vous allez voir de plus en plus, c’est le problème d’africains. Qui arrivent en bateaux entiers qui sont fait par des mafias dans les mères. Ils arrivent sur nos côtes et depuis quelque temps on ne pourra pas arriver à conjurer ce problème-là. Il faut que l’UE puisse prendre des mesure dures pour ça. C’est terrible. [13 :47]	0
Again, that we're kind of going in circles. We can discuss this for two hours, everyone comes back with more or less the same elements, so we have such laws, the laws eventually have to be changed and so for example if a policeman has to go and arrest a woman for example, does the policeman have to decide if he can or if he can't? If she is beautiful enough, if she has children, it doesn't work like that. So you have to create a base, you have to have clear criteria to have a platform, to have a base, to be able to act or it doesn't help.	fr	[38:34] Je répète, qu’on tourne un peu en rond. On peut discuter cela pendant deux heures, tout le monde revient plus ou moins avec les mêmes éléments, donc on a tels lois, les lois doivent éventuellement être modifiés et donc par exemple si un policier doit aller arrêter une femme par exemple, est-ce que le policier doit décider s’il peut ou s’il ne peut pas ? Si elle est suffisamment belle, si elle a des enfants, ça ne fonctionne pas comme ça. Donc il faut créer une base, avoir des critères clairs pour avoir une plateforme, pour avoir une base, pour pouvoir agir ou ça ne sert à rien. [39:15]	1
I have already asked the question: Why do these people come to us? Europe is rich, we are very rich. However, we deprive these people of their existence. What we don't want to eat, I think for example of chicken wings, so it produces the bankruptcy of many productions, because, of course, it is more expensive.	fr	[51 :52] J’ai déjà posé la question : Pourquoi ces personnes viennent chez nous ? L’Europe est riche, nous sommes très riches. Cependant, on prive ces personnes de leur existence. Ce que nous ne voulons pas manger, je pense par exemple aux ailes de poulet, donc ça produit la banqueroute de beaucoup de productions, parce que, c’est bien sur, plus cher. [52 :28]	1
