cleaned_comment	orig_lang	speech	interactivity	respect	storytelling	justification	cGood
I will answer very quickly. I saw this report, I see what you [PED] are talking about and I add the following: the answer was given by the body. It is that Spain pays these immigrants a return ticket to Morocco and to other African countries. And yes. This is perhaps in anticipation of what I was saying earlier. It is a measure, given the lack of an immigration strategy that is involved by the Spanish state. The Spanish state has a problem especially with Spanish immigration. Sub-Saharan and Moroccan. I know that there are people who have been interviewed, Moroccans or sub-Saharans who said that they have not had a job for a year. And so now Spain is paying for return tickets. And when I talk about Africa, I am also talking about immigrants from South America. That's an advantage to be able to watch all these reports. An advantage of being unemployed. Why I'm unemployed, so I have time to watch all this. [1 :	fr	[1 :46 :08] Je réponds très rapidement. J’ai vu ce reportage, je vois de quoi tu[PED] parles et je rajoute le suivant : la réponse a été donnée par l’instance. C’est que l’Espagne paye à ces immigrées un billet de retour vers le Maroc et vers les autres pays africains. Et oui. C’est peut-être anticipé de ce que je disais tout à l’heure. C’est une mesure, vue le manque d’une stratégie d’immigration qui est impliqué par l’état espagnol. L’état espagnol qui a un problème surtout avec l’immigration espagnole. Sub-saharienne et marocaine. Je sais qu’il y a des gens qui ont étés interviewés, des marocains ou des sub-sahariens qui disaient qu’ils n’avaient pas de boulot depuis un an. Et donc maintenant l’Espagne paye des billets de retour. Et quand je parle d’Afrique, je parle aussi des immigrées de l’Amérique de Sud. Ça c’est un avantage pour pouvoir regarder tous ces reportages. Un avantage d’être au chômage. Pourquoi moi, je suis au chômage, donc j’ai le temps pour regarder tout ça. [1 :47 :15]	2	1.0	1.0	0	0
I have a similar opinion to the lady speaking before me. I would say that it is actually true that we support the poorer families in our countries and take advantage of it as well.	pl	[52:38] I have a similar opinion to the lady speaking before me. I would say that it is actually true that we support the poorer families in our countries and take advantage of it as well.  [52:53]	3	1.0	0.0	1	0
Regarding zero immigration: I would like to say that the people who come here, we need a humane treatment. So you can't say: zero immigration - go back. That's not the solution at all so it's not acceptable.	fr	[58:04] En ce qui concerne l’immigration zéro : Je voudrais dire que les personnes qui viennent ici, il faut un traitement humain. Donc on ne peut pas dire : immigration zéro – allez retour. Ce n’est pas du tout la solution donc ce n’est pas acceptable. [58:19]	0	2.0	0.0	1	0
I'm not saying now I feared it. Yes, I think immigration is a rather difficult topic, which every country in the EU, I think, has to judge for itself, can judge, should judge, because every country has different conditions to accept people from other countries. If I understood correctly, we are now talking about immigration outside the EU membership. There are different problems in each country, and now I can only talk about Germany, and then only from the area that I am now familiar with, or what I am now witnessing - it always depends on how the respective situation is in the region: In Germany, we have a fairly strong discrepancy between unemployment percentages in the metropolitan areas and in rural areas. If general rules are then drawn up by a higher-level commission - by the EU - but then ultimately apply right down to the smallest province, then I don't think that's a very happy solution, because every region has its own specific differences. Then, of course, the fears of the individual inhabitants play a role; be it because of unemployment, be it because of understanding, or just then also from quite different cultural circles. But this is a topic that I could probably talk about for hours without having the detailed knowledge, so I'll take the liberty of passing on the word for now.	de	[16:19] Ich sage jetzt nicht ich hab’s befürchtet. Ja, Einwanderung finde ich ein ziemlich schwieriges Thema, was jedes Land in der EU, denke ich, grösstenteils für sich selber beurteilen muss, kann, soll, weil doch jedes Land unterschiedliche Voraussetzungen besitzt, jetzt Leute aus anderen Staaten aufzunehmen. Wir sprechen ja jetzt, wenn ich es richtig verstanden habe, von Einwanderung ausserhalb der EU-Mitgliedschaft. In jedem Land gibt es verschiedene Probleme, jetzt kann ich ja nur von Deutschland reden, und dann auch nur aus dem Bereich, der mir jetzt bekannt ist, oder was ich jetzt miterlebe – da kommt’s dann immer darauf an, wie die jeweilige Situation auch in der Region ist: Wir haben in Deutschland doch ein ziemlich starkes Gefälle zwischen Arbeitslosigkeits-Prozentzahlen in den Ballungsgebieten beziehungsweise im ländlichen Bereich. Wenn dann durch eine übergeordnete Kommission – durch die EU – allgemeine Regeln aufgestellt werden, die sich aber dann doch in der letzten Konsequenz bis in die kleinste Provinz durchziehen, dann finde ich das nicht gerade glücklich gelöst, weil eben jede Region spezifische Unterschiede hat. Dann spielen natürlich die Befürchtungen der einzelnen Einwohner mit; sei es wegen der Arbeitslosigkeit, sei es wegen dem Verständnis, oder eben doch dann auch aus ziemlich unterschiedlichen Kulturkreisen. Das ist jetzt aber ein Thema, was ich jetzt wahrscheinlich stundenlang drüber reden, ohne dass ich dann doch das nähere Wissen hätte und deswegen bin ich so frei und gebe jetzt das Wort erst einmal weiter. [17:58]	0	1.0	1.0	2	1
I would like to respond. When we look at the EU as a unified market where there is a need e.g. for bricklayers so then other countries of the EU could come to the idea to send their citizens to the country where the lack of this profession occurs. So not every country would need to train the bricklayers. And when we talk about professions connected to technology, the EU should introduce a policy of avant-garde. A Focus is put on certain technology and education, so that a person could work for us and there would be no need to import workforce from outside of the EU	pl	[25:46] I would like to respond. When we look at the EU as a unified market where there is a need e.g. for bricklayers so then other countries of the EU could come to the idea to send their citizens to the country where the lack of this profession occurs. So not every country would need to train the bricklayers. And when we talk about professions connected to technology, the EU should introduce a policy of avant-garde. A Focus is put on certain technology and education, so that a person could work for us and there would be no need to import workforce from outside of the EU[26:41]	0	1.0	0.0	2	2
No absolutely, to me it's a problem for them that they don't have a pension, it's not a problem for me. They create wealth, but there is a whole - end, if the job that is held by an illegal immigrant was held by someone official, he would pay health insurance, he would pay retirement, there would be rights afterwards, but he would contribute while he is there. I don't know if this is a problem in Hungary as well - I think that in France, people who are settled are perhaps less of a problem. There are, of course, problems related to the acceptance of people's differences, there are always people who will find it difficult to accept people who are different, but I think that this is perhaps less of a problem. I don't know if in Hungary you have illegal immigration also which is strong.	fr	[31:11] Non tout à fait, pour moi c’est un problème pour eux qu’ils n’ont pas de retraite, ce n’est pas un problème pour moi. Ils créent la richesse, mais il y a toute une – fin, si l’emploi qui est tenu par un immigré clandestin était tenu par quelqu’un d’officiel, il paierait l’assurance maladie, il paierait la retraite, il y aurait des droits après, mais il cotiserait pendent qu’il est là. Alors que du fait que des clandestins, ils ne cotisent pas, donc je ne sais pas si c’est un problème qui se pose aussi en Hongrie – je pense qu’en France, les gens qui sont installés posent peut-être moins des problèmes. Il y a, bien entendu, des problèmes lié à l’acceptation des différences des gens, il y a de toute façon toujours des gens qui auront du mal à accepter des gens différents mais je pense que ça pose peut-être moins des problèmes. Je ne sais pas si en Hongrie vous avez une immigration clandestine aussi qui soit forte. [32:13]	0	2.0	0.0	2	1
I would like to react to what Rudolf said. Rudolf, I think you're right, but it also means not to do selective immigration as we're talking about now, it's to pull the brains out of these countries. And I think that spending about 1 percent of the BIP on development aid would be cheaper than putting in place an expensive border protection policy. If we manage to [dig up?] the sources of illegal immigration, that would be better than deporting people.  [will noch einen zweiten Punkt aufführen, hat ihn aber vergessen]	fr	[24 :23] Je voudrais réagir à ce qui à dit Rudolf. Rudolf, je pense que vous avez raison mais cela suppose aussi de ne pas faire d’immigration choisie comme on parle maintenant, c’est de tirer les cerveaux de ces pays. Et je pense que de consacrer en effet un peu près 1 pourcent du BIP à l’aide au développement reviendrait moins cher que de mettre en place une politique de protection aux frontières qui nous gouterait chère. Si on arrive à [déterrer ?] les sources de l’immigration clandestine, surtout, ça sera déjà mieux que de reconduire à la frontière les gens. [25 :02]  [will noch einen zweiten Punkt aufführen, hat ihn aber vergessen]	3	1.0	0.0	3	0
I come back to what I said before. I think it is very important. It's from where do we want to? for this migration problem. to solve it, if it's a problem, of course. That first of all, as much as Europe does not have as many as separate countries. But as much as Europe. If we have to take a clear decision in the kind of ministry, development cooperation, as we have it in the Netherlands, that is the whole of Europe that does what is necessary to shout means so that the countries where these migratory flows come from, that we help them in an important way on the economic and political level. But this would not be possible only at the European level. And the isolated countries will perhaps have to let go a little more of the East at this level, so more [in the occupied] but rather at the European level.	fr	[58 :09] je reviens au ce que j’ai dit auparavant. Je pense qu’il est très important. C’est d’où voulons? pour ce problème de migration. le résoudre, si c'est un problème, bien sur. Que d’abord, autant que l’Europe n’en pas autant que pays séparés. Mais autant que l’Europe. Si nous devons prendre une décision clandé au genre de ministère, coopération développement, comme on l’a au Pays-Bas que soit l’ensemble de l’Europe qui fasse le nécessaire pour crier moyens pour que les pays d’où viennent ces flux migratoires, qu’on les aide de façon important sur le plan économique et politique. Mais ceci ne serait pas possible que sur le plan européen. Et les pays isolés devront peut être un peut plus se lâcher du l’Est à ce niveau là donc plus [en occupé] mais plutôt au niveau européen. [59 :09]	0	1.0	0.0	2	2
The own countries I would suggest and maybe the ambassador in the country, the German ambassador in the country could help control that.	de	[68:09] Die eigenen Länder würde ich vorschlagen und vielleicht der Botschafter in dem Land, der deutsche Botschafter in dem Land könnte das mit kontrollieren. [68:18]	0	1.0	0.0	0	0
The problem with the whole story is that first of all the cost of living has to be equalized - that includes, of course, wages, or salaries. If that - I assume we are only Poles and Germans here - and an Austrian, excuse me Julian - that we, I think, as I have come to know it - I have just said, we have a twin town in Poland - the cost of living was at least two years ago in Poland much lower than in Germany and then of course higher wages have to be paid here, so that you can buy the piece of bread, which is correspondingly lower in Poland and that's why Frankfurt/Oder to the other side is a constant border traffic. Buying gas in Poland is just much cheaper than in Frankfurt/Oder on the border. So the problem is simply that the cost of living in the individual states is so different that you can't equate it with wages and salaries at all.	de	[18:12] Das Problem bei der ganzen Geschichte ist, dass erst einmal die Lebenshaltungskosten angeglichen werden müssen – darin enthalten sind natürlich auch Lohn, beziehungsweise Gehälter. Wenn das – ich nehme an, wir sind ja hier nur Polen und Deutsche – und ein Österreicher, entschuldige bitte Julian – dass wir, ich denke mal, so wie ich das kennen gelernt habe – ich habe eben schon mal gesagt, wir haben eine Partnerstadt in Polen – die Lebenshaltungskosten waren zumindest vor zwei Jahren in Polen sehr viel geringer als in Deutschland und dann müssen hier natürlich höhere Löhne bezahlt werden, damit man sich das Stück Brot kaufen kann, das in Polen entsprechend geringer ist und deshalb ist ja Frankfurt/Oder auf die andere Seite ein ständiger Grenzverkehr. Der Spritkauf in Polen ist halt sehr viel preiswerter als in Frankfurt/Oder an der Grenze. Also das Problem ist einfach nur, dass die Lebenshaltungskosten in den einzelnen Staaten so unterschiedlich sind, dass man das überhaupt nicht mit Lohn und Gehalt gleich setzen kann. [19:37]	2	1.0	1.0	2	0
I think it's really a problem of the whole EU, because the borders are open within the EU. And people are very quickly in Austria or in Germany or in France via Italy. And so it can only be solved EU-wide. And I also think that the costs for this have to be handled by the EU, because there are countries like England or Ireland that have no problem at all. And then the community as a whole has to bear it. That is, so also such countries have to contribute, financially, to solve this problem.	de	[5:42] ich denke, dass es wirklich ein Problem der gesamten EU ist, weil die Grenzen innerhalb der EU offen sind. Und die Menschen über Italien ganz schnell in Österreich oder in Deutschland oder in Frankreich sind. Und deshalb kann das nur EU-weit gelöst werden. Und ich denke auch, die Kosten dafür müssen über die EU abgewickelt werden, denn es gibt Länder wie England oder Irland, die da überhaupt kein Problem haben. Und dann muss das die Gemeinschaft insgesamt tragen. Das heisst, also auch solche Länder müssen dazu beitragen, finanziell, um dieses Problem zu lösen. [6:19]	3	1.0	0.0	2	1
I think, according to the last question, that when Polish people have a chance to go abroad they are taking this chance and going. They are having the same jobs which they could have in Poland but for better money. Then, of course somebody has to take these jobs in their country. That’s the reason why the immigrants are coming. They are taking the jobs which nobody else in Poland wants to take. Thank you.	pl	[1:21:45]I think, according to the last question, that when Polish people have a chance to go abroad they are taking this chance and going. They are having the same jobs which they could have in Poland but for better money. Then, of course somebody has to take these jobs in their country. That’s the reason why the immigrants are coming. They are taking the jobs which nobody else in Poland wants to take. Thank you.[1:22:06]	2	1.0	0.0	2	0
I think Hartmut's approach, is the right one. So zero immigration - what do we think? Maybe we should start thinking about our own situation, what is the situation in the country that we represent here and then maybe even have a show of hands, obviously it's not a requirement, if you don't want to it's okay. Just to see what the mood is in this room, is zero immigration a real solution for you?	fr	[41:01] Je pense que l’approche de Hartmut, est la bonne. Donc l’immigration zéro – qu’est-ce que nous en pensons ? Il faudrait peut-être commencer à réfléchir sur notre propre situation, sur quelle est la situation dans le pays que nous représentons ici et après même peut-être passer un vote à main levé, évidemment ce n’est pas une obligation, si vous ne voulez pas ce n’est pas grave. Tout simplement pour voir quelle est l’ambiance dans cette salle, est-ce que pour vous la solution immigration zéro constitue une véritable solution ? [41:50]	3	1.0	0.0	0	0
On the change actually, the demographic change by the way which are where. Well, it's actually a population incision in Europe, especially in fact a shift towards an older population and less young population. Conversely, in Africa, it is more of a young population or a demographic explosion. In fact, someone from... pragmatically we can think that naturally a transfer of [...] between these two geographical scenes to keep a balance. And clearly, in fact, we can signal the future [...] in Europe. And this need will be felt. I think it will depend on the countries and this is the point in particular of a fashion of how the withdrawals are managed in the different countries. I think that a country like France, where there is a pay-as-you-go system - in fact a transfer from the working population to the retired population - an object is to keep a strong working population to support the retired population, so it's a limit for new workers in countries where a pension that [...] is based on capitalization. This poses a problem. Then there was the simple question of the evolution of economic growth, which is a problem that concerns all countries generally. There is no way to ensure economic growth. We need workers and it is clear that if the European population ages, we will have to find workers elsewhere. So there you have it. Now, demographic protections also vary from country to country. In France, the birth rate is still rising and so it is clear that in countries, especially Germany, this problem would be particularly prevalent and serious.	fr	[26 :58] Sur le changement en fait, le changement démographique d’ailleurs qui sont d’où.. Bien c’est en fait une incision de population en Europe surtout en fait un déplacement effectivement vers d’une population plus âgée et moins de population jeune. A l’inverse en Afrique, c’est plus de la population jeune ou une explosion démographique. Effectivement quelqu’un de… pragmatiquement on peut penser que naturellement un transfer de […] entre ces deux scènes géographiques pour tenir un équilibre. Et clairement en fait, on peut signaliser l’avenir […] en Europe. Et ce besoin sera ressenti. Je pense pendent que ça dépendra des pays et c’est le point notamment d’une mode de façon comme les retraits sont gérer dans les différentes pays. Je pense qu’un pays voulait que la France où il y a un système de répartition - en fait un transfer finalement des actifs vers des retraités - un objet garde effectivement une forte population active pour en fait soutenir la population retraité donc c’est une limite pour des nouveaux travailleurs dans des pays où une retraite qui […] sur la capitalisation. Ça pose un problème. Ensuit il y avait effectivement, la simple question de l’évolution de la croissance économique effectivement, ça c’est un problème qui concerne tous les pays généralement. N’a des moyens de forcément pour une croissance économique. Il faut des travailleurs et il est clair que si la population européenne vieillit, il faudra trouver des travailleurs autre part. Donc voilà. Maintenant les protections démographiques aussi sont variables dans les pays. En France, le taux de natalité est encore à s’élever et donc il est claire que dans les pays, notamment Allemagne ce problème serait particulièrement prégnant et grave. [29 :17]	0	1.0	1.0	2	1
Well yeah, I don't completely agree with what you're saying, but I did want to support what we mentioned before, what Juergen said there. I don't see the name, but you are. And we just said that it sounds bad when we say that depending on what the situation is with the immigrants, we are misbehaving. We have to welcome the immigrant, but it should also be clear to him that as a guest he should adapt to different factors and also to the language. And I think that it is not up to us to adapt to them. And that's just, depending on how you want to address it, if we make a remark now, then sometimes it comes across as stupid, then you're not allowed to say anything, then maybe we're not social enough, or then we leave the dirty work to them. That's all true, but it has to be said that many people work in different households. It is also a job and an honorable one at that. So I don't see; these are jobs that we could also do. The improvements that they know compared to their country of origin in our country, such as education, health and such; that is also a plus compared to their country of origin. And I think that it would be something acceptable - we are allowed to ask people to adapt to our language, to our culture, that should be okay.	de	[01:01:21] Gut ja, ich bin nicht völlig einverstanden mit dem, was du sagst, aber ich wollte doch unterstützen, was wir zuvor erwähnt haben, was Jürgen da sagte. Ich sehe den Namen nicht, aber du bist es. Und wir haben ja gerade gesagt, dass es schlecht klingt, wenn wir sagen, dass je nachdem wie die Lage aussieht bei den Migranten, wir uns falsch benehmen. Wir müssen den Einwanderer empfangen, aber es sollte ihm auch klar sein, dass er als Gast sich anpassen soll an verschiedenen Faktoren und auch an der Sprache. Und ich glaube, dass es uns nicht obliegt, uns an sie anzupassen. Und das ist gerade, je nachdem wie man das ansprechen will, wenn wir jetzt eine Bemerkung machen, dann kommt sie manchmal blöd an, dann darf man nichts sagen, dann sind wir vielleicht nicht sozial genug, oder dann überlassen wir denen die Drecksarbeit. Das stimmt alles, aber es muss doch gesagt werden, dass viele in verschiedenen Haushalten arbeiten. Es ist doch auch eine Arbeit und eine ehrbare noch dazu. Also ich sehe nicht ein; dass sind Arbeiten, die wir auch tun könnten. Die Verbesserungen, die sie im Vergleich zu ihrem Ursprungsland bei uns kennen, wie zum Beispiel Bildung, Gesundheit und derartiges; das ist auch ein Plus im Vergleich zu ihrem Ursprungsland. Und ich glaube, dass es doch etwas Annehmbares wäre – wir dürfen doch ruhig fragen, dass die Leute sich an unsere Sprache anpassen sollen, an unsere Kultur, dass sollte doch gehen. [01:03:35]	2	1.0	1.0	1	0
Yes, in France, there has always been immigration. In the 20th century, there were in particular the Polish for a certain period of time, a little later the Italians, the Portuguese and the Spanish, before the Second World War. This did not pose any problems, in the sense that people came to France to work, not necessarily to die, at the end of their normal life. They came to work because there was more work in France at that time than in their country of origin. But they tried to assimilate, to integrate into the host country. And it was relatively easy because the cultures were relatively close. And from all that we have heard since the beginning, people are not opposed to immigration, but we feel that the problem that arises, even if the word has not been pronounced, is that many immigrants are of Muslim faith and that precisely, that makes a very different culture. So, it's true, it's a problem, we mustn't hide   [...] our faces. Most immigrants try to live like they do in their country of origin, others do not. But there is indeed a problem that many people feel every day and this problem, in fact, makes them against immigration in that sense. That's the first point. Second point, it is true that by accepting immigrants in the European Union, we somehow impoverish the countries of origin. And for that we can't do anything, it's not us who go and get them, it's them who come of their own free will and I don't see how to do it differently. But it is certain and even last night, I saw on French television a program about French doctors who had operated on children in Togo and the Togolese doctor said that there are more Togolese doctors from the Paris region than Togolese doctors in Togo themselves. But that is not our fault. It is a choice they make and I do not see how we can oppose it.	fr	[11 :58] Oui, en France, il y a toujours eu une immigration. Au 20ième siècle, il y a eu particulier les polonais pour une certaine période, un peu plus tard les italiens, les portugais et les espagnols, avant la seconde guerre mondiale. Ça n’a pas posé des problèmes, dans se sens que les gens venaient en France pour travailler, pas obligatoirement pour y mourir, en fin de leur vie normale. C’était ils venaient travailler parce qu’il y avait plus de travail dans cette époque en France que dans leur pays d’origine. Mais ils essayaient de s’assimiler, de s’intégrer dans le pays d’accueil. Et c’était relativement facile parce que les cultures étaient quand même relativement proches. Et de tous ce qu’on a entendu depuis le début,  les gens ne sont pas opposés à l’immigration, mais on sent que le problème qui se pose, même si le mot n’a pas été prononcer, c’est que beaucoup d’immigrés sont de confession musulmane et que justement, ça fait une culture très différente. Alors, c’est vrai, c’est un problème, il ne faut pas se voiler [13 :10] [00 :00] […] la face. La plupart des immigrés essaie de vivre comme on vit dans le pays d’origine, d’autres ne le font pas. Mais il y a effectivement un problème et que beaucoup de gens ressentent tous les jours et se problème, en fait, fait qu’ils sont contre l’immigration au sens là. Ça c’est un premier point. Deuxième point, c’est vrai qu’en acceptant des immigrés dans l’Union Européenne, on appauvrit en quelque sort les pays d’origine. Et pour ça on y peut rien, ce n’est pas nous qui allons les chercher, c’est eux qui viennent de leur propre gré et je ne vois pas comment le faire différemment. Mais c’est certain et même hier soir, je voyais à la télévision française une émission sur des médecins français qui avait opérer des enfants au Togo et le médecin à profession de médicine togolais disait qu’il y a plus de médecins togolais de la région Parisienne que de médecin togolais au Togo eux mêmes. Mais ça, on y peut rien. C’est un choix qu’ils font et je ne vois pas comment on peut s’y opposer. [01 :17]	3	1.0	1.0	3	0
Yeah well, but what you're asking yourself, these are people who fled their country and what happens afterwards? Suddenly you don't need them anymore. You think, yes, now everything is going wonderfully in Iraq again, but it's not true. Then suddenly they are considered illegal immigrants and we have a problem.	de	[38:15] Ja also, aber was man sich da fragt, das sind Leute, die aus ihrem Land geflüchtet sind und was passiert danach? Da braucht man sie plötzlich nicht mehr. Da meint man, ja jetzt läuft ja alles wieder wunderbar im Irak, stimmt aber nicht. Dann werden sie plötzlich als illegale Einwanderer betrachtet und da haben wir ein Problem. [38:41]	0	1.0	0.0	1	0
I would like to say that Nusa[NK] lives in the region where the biggest amount of gypsies is. In other Slovenian cities, we do not have this problem. Everything depends on the region.	pl	[1:36:08]I would like to say that Nusa[NK] lives in the region where the biggest amount of gypsies is. In other Slovenian cities, we do not have this problem. Everything depends on the region.[1:36:28]	2	1.0	0.0	1	0
"Yes, the women who come from abroad, maybe they stayed too long. They take the work that Danes don't want to take. So [it's] the case with me and I think that's why it's a problem. But I think my neighbor said, ""Well, who's going to do it then if we don't want to do it"". That's what I'm thinking about right now."	de	[01:14:49] Ja, die Frauen die aus dem Ausland kommen, sind vielleicht zu lange geblieben. Sie übernehmen die Arbeit, die Dänen nicht übernehmen wollen. So ist [es] bei mir der Fall und ich glaube deswegen, dass es ein Problem ist. Aber ich glaube, mein Nachbar sagte: „Tja, wer soll es dann machen, wenn wir es nicht machen wollen“. Das ist worüber ich nachdenke gerade. [01:15:35]	0	1.0	1.0	0	0
. Obviously building businesses there is difficult, the intention is good but I think that in practice it is not very feasible. I think what we need to do is to talk to the people in charge of politics in Europe so that this - in a first phase try to establish order in these African countries, because what we are doing at the moment is not at all that and so what we really need to do is to give these people the possibility to feel comfortable in their own country, in their own continent and there I think that the European Union must absolutely do something.	fr	[33:32]. Evidemment construire des entreprises là-bas, c’est difficile, l’intention est bonne mais je pense que dans la pratique ce n’est pas très faisable. Moi en tout cas je pense ce qu’il faut faire c’est la chose suivante, c'est-à-dire que parler aux responsable de la politique en Europe afin que cela – dans une première phase essayer d’établir en ordre dans ces pays africains, car ce que nous faisons à l’heure actuelle ce n’est pas du tout ça et donc ce qu’il faut vraiment faire c’est de donner à ces gens-là la possibilité de se sentir à l’aise dans leur propre pays, dans leur propre continent et là je pense que l’Union Européenne doit absolument faire quelque chose. [34:27]	3	1.0	0.0	1	0
It seems to me that the living conditions in Poland - and everybody knows this - that we will simply be forced to work abroad, or rather in Germany, in our neighboring country, for quite some time, maybe even for quite a long time. At the end of the day, it's more profitable for us, we simply earn more, and in addition, the standard of living is different.	de	[23:46] Mir scheint, dass die Lebensbedingungen in Polen – und das weiss jeder – dass wir einfach noch eine geraume Zeit, vielleicht sogar noch ziemlich lange, genötigt sein werden, im Ausland, beziehungsweise in Deutschland, in unserem Nachbarland, zu arbeiten. Das ist letzten Endes für uns doch profitabler, wir verdienen einfach dann mehr und hinzu kommt, dass das Lebensniveau ein anderes ist. [24:19]	2	1.0	1.0	2	1
What I also feel is very important is that when we have these immigrants, we also have to integrate them and I always think this integration process then gives these problems, because the framework, the culture, everything that these people bring with them could be an enrichment for us, but it's then a big problem with the language, it's a big problem of the parental home, the support then also of the children accordingly, and I think if this integration could be worked on more intensively, then there would not be many problems and then we would also be with this togetherness.	de	[41: 18] Was ich auch als ganz wichtig empfinde ist, wenn wir diese Einwanderer haben, dass wir sie auch integrieren müssen und ich denke immer dieser Integrationsprozess gibt dann diese Probleme, weil der Rahmen, die Kultur, all das, was diese Menschen mitbringen für uns ja eine Bereicherung sein könnte, aber es ist dann ein grosses Problem mit der Sprache, es ist ein grosses Problem des Elternhauses, die Förderung dann auch der Kinder entsprechend, und ich denke, wenn an dieser Integration intensiver gearbeitet werden könnte, dann würde es viele Probleme nicht geben und dann wären wir auch bei diesem Miteinander. [41:53]	0	2.0	0.0	2	0
Well, I think that in Germany, in principle, we have less problems with illegal, I keep emphasizing illegal immigration. That we have less problems there than, for example, Italy or Spain. So, I think that is certain. But we could have problems à la longue if we don't support the Italians and the Spaniards in solving this problem. If we say it is none of our business, we are the Germans, we have no problem with it. Do you understand what I mean by that?	de	[4:43] Ich denke mal, dass wir in Deutschland im Prinzip weniger Probleme mit der illegalen, ich betone immer wieder die illegale Immigration. Dass wir da weniger Probleme haben als zum Beispiel Italien oder Spanien. So, das glaube ich, steht fest. Wir könnten aber Probleme à la longue bekommen, wenn wir nicht die Italiener und Spanier dabei unterstützen, dieses Problem zu lösen. Wenn wir sagen, es geht uns nichts an, wir sind die Deutschen, wir haben kein Problem damit. Verstehen Sie, was ich damit meine? [05:18]	0	1.0	0.0	1	2
Yes, I think that in immigration there is already the problem that everyone thinks what they want. But there is a problem of generation, which is very important. Because I'm sure that all these young people who have come, who are much younger than me, or certainly the lady next to me who is much older than me, have more or less the same synthesis on immigration. So my generation has not known immigration. [...] Immigration started a long time ago among the French-speaking people but I knew it anyway. We had the first immigration, I was in a small village, it was the Italians who arrived in the countryside. They integrated without problems. Afterwards we had a lot of Spanish and Portuguese who built houses. Like in Russia and France. They built their own houses. From their countries they came back. And those who came back are [...] so we finish for nothing [...]. We lived in Switzerland, we left. Then we had more... then we went on a little bit to the Maghreb country much more. So the first generation, I think I knew it. The first generation that arrived a little bit, they started to work, they were in small isolated neighborhoods, so they worked very hard. They integrated. But the second generation started not to integrate. And the third and fourth - I know that for years. That is, even an immigrant who is French - certainly, I consider him an immigrant. Because he doesn't speak French, because he speaks the Arabic language and lives like at home without caring how the neighbor lives. And I consider for me, they are immigrants. That is, they are as French as I am. That's the big problem. And that changes the visual aspect of the mass of immigration above all.	fr	[40 :09] Oui, je pense que dans l’immigration il y a déjà le problème que chacun pense ce qu’il veut. Mais il y a un problème de génération, qui est très important. Parce que je suis sur, que tous ces jeunes gens qui sont venus, qui sont beaucoup plus jeune que moi, ou certainement la dame un peu prêt de moi qui est beaucoup plus âgée que moi – ont à peu près la même synthèse sur l’immigration en gros. Alors tel mon génération elle n’a pas connu l’immigration. […] L’immigration a commencé bien long chez les romandes mais enfin je la connu quand même. On a eu la première immigration, moi j’étais dans un petit village, c’était les italiens qui arrivent a campagne. Ils se sont intégrés sans problèmes. Après on a eu beaucoup des espagnoles et portugais qui construisent des maisons. Comme en Russe et en France. Qui ont construit leurs maisons. De leurs pays ils sont revenus. Et ceux qui sont revenus sont […] donc on se fini pour rien[ ?]. On a habité en Suisse, on est parti. Apres on a eu encore… alors après on est passé sur un petit peu le pays de Maghreb beaucoup plus. Alors la première génération moi, je pense que je l’ai connu. La première génération qui arrivait un petit peu ils se sont mis au travail, ils étaient dans des petits quartiers un petit isolés, comme ça ils ont travaillé très dur. Ils se sont intégrés. Mais, la deuxième génération a commencé à ne se pas s’intégrer. Et la troisième et quatrième - je le sais pendant des années. C'est-à-dire que même un immigré qui est français - certainement, moi, je le considère comme un immigré. Parce qu’il ne parle pas français, parce qu’il parle la langue arabique et vive comme chez eux sans s’occuper comment vit le voisin. Et je considère pour moi, ce sont des immigrés. Ça soit qu’ils sont aussi français que moi. C’est ça, le gros problème. Et ça change le coté visuel de la masse de l’immigration surtout. [41 :43]	0		1.0	1	0
... ... ... ... ... ... ... ... ... ... ... ... ... ... that 50 percent?	fr	[43:36] … … … … … … … … … … … … … … ces 50 pourcents ? [43:43]	0	1.0	1.0	0	0
I'm de facto training an Iranian at the moment, I'm training a Colombian and I'm training a Chilean. But these people also want to go back with the know how and want to do better there in their countries. But it would be a completely different matter if I were to encourage these smart people to stay in Germany. And I don't think that's a good thing. And I didn't say anything else.	de	[27:25] Ich bilde de facto im Moment einen Iraner aus, ich bilde einen Kolumbianer aus und ich bilde einen Chilenen aus. Aber diese Leute wollen auch wieder zurück mit dem Know how und wollen es da in ihren Ländern besser machen. Es wäre aber eine ganz andere Sache, wenn ich diese schlauen Leute animieren würde, in Deutschland zu bleiben. Und das finde ich nicht gut. Und was anderes habe ich auch nicht gesagt. [27:48]	2	2.0	1.0	1	0
Excuse me, but I am not sure if you understood well my statement. I did not mean that this is profitable in an economic way. I meant that not only cheap labour force is coming to our country, that we can not generalize it, and throw all the people to the same box. Only this and just this I wanted to say. Nothing more. I know that Ukrainian are coming to Poland and working for much lower salaries than Polish, and I also think that this is not fair.	pl	[1:27:45]Excuse me, but I am not sure if you understood well my statement. I did not mean that this is profitable in an economic way. I meant that not only cheap labour force is coming to our country, that we can not generalize it, and throw all the people to the same box. Only this and just this I wanted to say. Nothing more. I know that Ukrainian are coming to Poland and working for much lower salaries than Polish, and I also think that this is not fair.[1:28:15]	3	2.0	0.0	1	0
