cleaned_comment	orig_lang	speech	storytelling
Yes, if the immigrant worker is working well, if there are no problems regarding the law, then surely he is not in conflict with the law, then why can't he become legal? Why is there still problems then?	de	[45:08] Ja, wenn der eingewanderte Arbeiter gut arbeitet, wenn es keine Probleme gibt hinsichtlich des Gesetzes, dann ist er doch nicht in Konflikt mit dem Gesetz, warum kann er denn dann nicht legal werden? Warum gibt es da immer noch Probleme dann? [45:28]	0.0
So, I said that in our country, with us in Cyprus, that the migrants, the foreigners are trying to improve life. They come to us to work, to improve the level of their life.	de	[06:14] Also, ich sagte, dass in unserem Land, bei uns auf Zypern, dass die Migranten, die Ausländer versuchen, das Leben zu verbessern. Sie kommen zu uns, um zu arbeiten, um das Niveau ihres Lebens zu verbessern. [06:31]	0.0
I would like to react, I find that there are several amalgams that bother me. On the one hand, Walerian groups in the same statistics notions of immigration, skin color, religion, which for me are not the same things. And a second thing, he talks about - he also reads the immigration effect, the non-rights zones. Today we talk about non-rights, about neighborhoods, ghettos, in certain regions, certain French areas where the police cannot do their job anymore. My point of view is that this is not related to the population that - to the types of populations that live in these areas but rather to economic conditions and things like that. To come back to zero immigration - zero immigration for me I understand it as zero legal immigration, which means that necessarily the immigration that will remain will be only illegal immigration and necessarily if we make a region, if we put ourselves in the - if we close the European countries, if we put ourselves in the place of someone who lives in Africa, in Asia or in South America, anywhere, where these people are in the most extreme poverty, they will have what hope of life is to come to these richer countries to try to save their life. It's - I meant, zero immigration can be beautiful in a utopian sense or actually people don't need to leave their country anymore, so don't need this suffering of leaving their country anymore, today that's not the case, there are too many differences and too many differences between rich countries and poor countries that make it impossible - it can't be applied from now and I think it's hard to apply it for a long time.	fr	[45:57]  Je voudrais réagir, je trouve qu’il y a plusieurs amalgames qui me dérangent, moi. D’une part, Walerian, regroupe dans les mêmes statistiques notions d’immigration, couleur de peaux, religion, qui pour moi ne sont pas les mêmes choses. Et une deuxième chose, il parle de – il lit aussi l’effet immigration, les zones non-endroits. Aujourd’hui on parle des non-endroits, sur des quartiers, des ghettos, en certaines régions, certaines zones françaises où effectivement la police ne peut plus faire son travail. Mon point de vue, ce n’est pas lié à la population qui – aux types des populations qui habitent ces zones mais plutôt à des conditions économique et des choses comme ça. Pour revenir à l’immigration zéro – immigration zéro pour moi je le comprends comme immigration légale zéro, ce qui veut dire que forcément l’immigration qui restera sera que de l’immigration illégal et forcément si on fait une région, si on se met à la – si on ferme les pays européens, si on se met à la place de quelqu’un qui habite en Afrique, en Asie ou en Amérique du Sud, n’importe où, où ces personnes sont dans la plus extrême pauvreté, ils auront quel espoir de vie, c’est de venir dans ces pays plus riches pour essayer de sauver leur vie. C’est – je voulais dire, l’immigration zéro peut être belle dans un sens utopique ou effectivement les gens n’ont plus besoin de quitter leur pays, donc ne plus besoin de cette souffrance de quitter leur pays, aujourd’hui ce n’est pas le cas, il y a trop de différences et trop de différences entre les pays riches et les pays pauvres qui font qu’on ne peut pas – on ne peut pas appliquer cette mesure de maintenant et je pense que c’est difficile de l’appliquer avant longtemps. [48:20]	0.0
I think with this whole asylum policy and immigration policy you must not forget that the fishing grounds of Africa are still being fished out by Europeans and Americans for an apple and an egg and with our subsidy policy we are not so gentle on many markets in Africa - so we deal with it. I think you have to take all that into account. I mean, some of them are really dying of hunger, and I think that a little less subsidy, in my opinion, for some things, then the market in Africa would not be so destroyed, whether it's clothing or chicken legs. You can't forget all that either. And if I have no other choice, if everything is still being taken away from me, I don't know, from the - whether it's uranium or gold mines or whatever, and everything is being ruined. Who wouldn't walk away from that? I mean, basically, we always have migratory movements, so by and large. I look at it a little bit differently.	de	[49:25] Ich denke bei dieser ganzen Asylpolitik und Einwanderungspolitik darf man ja nicht vergessen, dass ja immer noch die Fischgründe von Afrika von Europäern und Amerikanern leergefischt werden für einen Apfel und ein Ei und mit unserer Subventionspolitik machen wir ja auch viele Märkte in Afrika nicht so schonend – also gehen wir damit um. Ich denke, dass muss man alles mitberücksichtigen. Ich meine, die kommen ja zum Teil wirklich vor Hunger [um] und ich denke hier ein bisschen weniger Subventionen, meiner Meinung nach, für manches, dann würde der Markt in Afrika nicht so kaputt gemacht, ob das um Kleidung geht oder um Hühnerbeine. Das darf man auch alles nicht vergessen. Und wenn ich keine andere Wahl habe, wenn mir immer alles immer noch weggenommen wird, was weiss ich, von den – ob sie Uran oder Goldminen oder was weiss ich, und alles wird kaputt gemacht. Wer würde da nicht weggehen? Ich meine, im Grunde haben wir ja immer Wanderungsbewegungen, so im Grossen und Ganzen. Ich sehe das ein bisschen anders. [50:42]	0.0
I think I had... Sören, I would like to agree with you, and I had also said here before. We have to shift the problem from Europe to the countries. We need to build there. And once you have been to these countries, you quickly realize that every European country does its own development aid. Development aid is completely insufficiently integrated into the EU. Each country is cooking its own soup. That can't be the case. We must first start to build up agriculture there, the medical structures, the health structures are catastrophic, the infant mortality rate is 15% and medical care is only available if you pay cash, otherwise nothing, or you die. It is horrible to see. But Europe is still lagging behind and all countries have to work together and help to build up. The African countries will certainly make problems, because they have a different way of thinking. They still think in tribal terms. But I think that if all Europeans say the same thing and then keep their promises, then I think that's a reasonable way and a chance.	de	[1:31:17] ich glaube ich hatte… Sören, dir möchte ich zustimmen, und ich hatte hier auch schon mal gesagt. Wir müssen das Problem verlagern von Europa in die Länder. Wir müssen dort aufbauen. Und wenn man einmal in diesen Ländern gewesen ist, stellt man ganz schnell fest, jedes europäische Land macht seine eigene Entwicklungshilfe. Die Entwicklungshilfe ist völlig ungenügend in die EU integriert. Jedes Land kocht sein eigenes Süppchen. Das kann es nicht sein. Wir müssen erst mal anfangen, dort die Landwirtschaft aufzubauen, die Medizinischen Strukturen, die Gesundheitsstrukturen sind katastrophal, die Kindersterblichkeitsquote liegt bei 15% und medizinische Versorgung gibt es nur, wenn man Cash bezahlt, sonst gar nichts, oder man stirbt. Das anzusehen ist grauenhaft. Aber Europa hinkt hier noch hinterher und alle Länder müssen zusammen machen und dem Aufbau helfen. Die afrikanischen Länder werden da sicherlich Probleme machen, weil sie eine andere Denkart haben. Die denken noch in Stammesdenken. Aber ich glaube, man muss dort wenn alle Europäer das gleiche sagen, und dann auch ihre Versprechen halten, dann glaube ich ist das ein vernünftiger Weg und eine Chance. [1:32:37]	0.0
yes, so I would like to speak for my neighbor here. What do we do with the immigrants that are already with us? So what do we do with all those who are already with us now?	de	[1:21:49] ja, also ich möchte hier für meine Nachbarin das Wort ergreifen. Was machen wir mit den Einwanderern, die schon bei uns sind? Also was machen wir mit all denen, die bei uns jetzt bereits schon sind? [1:22:02]	0.0
Eventually I was, there you go - to make economic aid for example for countries that develop economically and that limits their immigration to Europe. I totally agree, it's positive, but I think it's mostly for the African continent. In the case of China, it is completely different: In China, they already have this economic development, the Chinese who leave China to come to Europe, it's not because they are poor, it's because in China the problem is different, and therefore it's not by helping China - which doesn't need economic aid at all - that it won't limit Chinese immigration, so it's true that we really have to moderate the solutions we want to put in place to limit illegal migration because it's not applicable in a general way. It's really, I think, something that needs to be done so reacting between countries, one country and Europe, rather in a way of making a general policy.	fr	[05:07] Eventuellement j’étais, voilà – de faire une aide économique par exemple pour les pays qui développent économiquement et ça limite leur immigration vers l’Europe. Là je suis tout à fait d’accord, c’est positif mais je pense que ça concerne surtout le continent Africain. Pour le cas de la Chine, c’est complètement différent : En Chine, ils ont déjà ce développement économique, les Chinois qui quittent la Chine pour venir en Europe, ce n’est pas parce qu’ils sont pauvres c’est, parce qu´en Chine le problème est différent, et donc ce n’est pas en aidant la Chine - qui n’a pas du tout besoin d’aide économique, que ça ne va pas limiter l’immigration Chinoise, donc c’est vrai qu’il faut vraiment bien modérer les solutions qu’on veut mettre en place pour limiter la migration clandestine parce qu’elle n’est pas applicable de façon générale. C’est vraiment, je pense, quelque chose qu’il faut faire donc réagir entre pays, un pays et l’Europe, plutôt en façon de faire une politique générale. [06:01]	0.0
Well yes, but even from the economic point of view it is bad for the economy. It introduces a turmoil and unfair competition. And it leads to the, also illegal, bankruptcy. This is an abuse. I think that penalties should be imposed.	pl	[39:15] Well yes, but even from the economic point of view it is bad for the economy. It introduces a turmoil and unfair competition. And it leads to the, also illegal, bankruptcy. This is an abuse. I think that penalties should be imposed.[39:31]	0.0
Many people are coming to other countries not just because of economic reasons. Often, they are persecuted in their own countries on the religious grounds and they are trying to find asylum in another country. Then, the government should give them political asylum, papers or right of permanent residency and then they can work. For example Germany is rich enough to give jobs for immigrants and integrate them in the society because the society is aging and somebody has to work for the new generation which would like to get future pensions or something like that. Society is aging so they need immigrants. Similar to Poland where the government should legalize immigrants in a similar way. It is hard to say how it actually should look like.	pl	[11:21]Many people are coming to other countries not just because of economic reasons. Often, they are persecuted in their own countries on the religious grounds and they are trying to find asylum in another country. Then, the government should give them political asylum, papers or right of permanent residency and then they can work. For example Germany is rich enough to give jobs for immigrants and integrate them in the society because the society is aging and somebody has to work for the new generation which would like to get future pensions or something like that. Society is aging so they need immigrants. Similar to Poland where the government should legalize immigrants in a similar way. It is hard to say how it actually should look like.[12:18]	0.0
I would like to say that Nusa[NK] lives in the region where the biggest amount of gypsies is. In other Slovenian cities, we do not have this problem. Everything depends on the region.	pl	[1:36:08]I would like to say that Nusa[NK] lives in the region where the biggest amount of gypsies is. In other Slovenian cities, we do not have this problem. Everything depends on the region.[1:36:28]	0.0
We should find a solution in each country individually. Each country could put the necessary means to find a solution. I don't know how, but in any case, it should be solved, in my opinion, at the national level. Obviously, we don't all have the same immigration, so a country with a lot of immigration obviously thinks differently and must therefore provide a different solution.	fr	[04:07] Il faudrait trouver une solution dans chaque pays individuellement. Chaque pays pouvait mettre les moyens nécessaires pour trouver une solution. Alors, certes au niveau des frontières, je ne sais pas comment, mais à tout cas, ça doit être régler, à mon avis, au niveau national. On n’a pas évidemment tous la même immigration, donc un pays capable de beaucoup d’immigration, évidemment, pense différemment et doit donc apporter une solution différente. [04 :44]	0.0
So in fact, in the meantime, in the Lisbon Treaty, this has already been settled. It is not yet in force, but the broad outlines, the bases, the foundations, yes, that is where it was put forward, in the Lisbon Treaty.	fr	[18 :38] Donc en fait, dans l’entre temps, dans le Traité de Lisbonne, cela a déjà été réglé. Ce n’est pas encore en vigueur, mais les grandes lignes, les bases, les fondements, oui c’est là donc que cela a été mise en avant, dans ce Traité de Lisbonne. [18 :57]	0.0
Sasha would you agreed to pay 10% of your earnings on investments in these countries? Think about it. Would you give 10% of your earnings for the needs of people in poorer countries? Are you ready for that?	pl	[1:06:53]Sasha would you agreed to pay 10% of your earnings on investments in these countries? Think about it. Would you give 10% of your earnings for the needs of people in poorer countries? Are you ready for that?[1:07:14]	0.0
I should actually stand by Günther a bit. His example with the apartment is exemplary - you have to see it that way. If he invites a visitor and they stay for an excessive amount of time, if he says so, the thing is over, now you have to go home and they stay - what does he do then? The same is what we say, he has his job, he was visiting, he did something, and then the visa expired, so then the party is over, why didn't he follow up the visa? I don't know the reasons, maybe someone can help me there, yes. Why he doesn't renew the visas. But basically, as an example, he is right. Who is overcharging, claiming my home, then I would have to take some measures - and if I invite him again, one of the three.	de	[38:51] Ich sollte dem Günther eigentlich ein Bisschen zur Seite stehen. Sein Beispiel mit der Wohnung ist doch beispielhaft – das muss man so sehen. Wenn er sich einen Besuch einlädt und der bleibt über Gebühr, wenn er sagt so, die Sache ist zu Ende, jetzt müsst ihr nach Hause gehen und sie bleiben – was macht er dann? Dasselbe ist das, was wir sagen, der hat seinen Arbeitsplatz, der war zu Besuch, hat etwas getan, und dann ist das Visum abgelaufen, dann ist also die Feier zu Ende, warum hat er das Visum nicht nachgeführt? Die Gründe kenne ich nicht, vielleicht kann mir da jemand helfen, ja. Warum er die Visa nicht verlängert. Aber im Grunde genommen hat er als Beispiel recht. Wer über Gebühr meine Wohnung belastet, beansprucht, dann müsste ich irgendwelche Massnahmen ergreifen – und wenn ich ihn wieder einlade, eins von den dreien. [39:51]	0.0
My approach was just that -it has to be granted a visa, a green card, blue card, whatever, first of all, that someone is allowed to work here at all. I actually had a second thought, like a kind of probationary period, that you say, first someone has to come to see if he can find work here, and then to say, a certain period of time X, and then to say, if an extension comes, it should be unlimited. So not from the outset, because ultimately the statement was, if someone comes, he should automatically get an extension, that means for me, it is from the outset an indefinite residence permit and from there, so it is only a refinement of what you just said, then to say, once temporary, then a decision fits it and then for ever.	de	[51:32] Mein Ansatz war eben der –es muss ja erst einmal eine Visa, eine Green-Card, Blue-Card, was auch immer erteilt werden, dass jemand hier überhaupt arbeiten darf. Ich hatte eigentlich so einen zweiten Gedanken, wie so eine Art Probezeit, dass man sagt, es muss ja erst mal jemand kommen, um zu schauen, findet er hier Arbeit, und dann zu sagen, einen gewissen Zeitraum X, um dann zu sagen, wenn dann eine Verlängerung kommt, die sollte dann unbefristet sein. Also nicht von vorne herein, denn letztendlich war ja die Aussage, wenn jemand kommt, er soll automatisch eine Verlängerung kriegen, heisst das für mich, ist es von vorne herein eine unbefristete Aufenthaltsgenehmigung und von da her also ist es nur eine Verfeinerung von dem was du eben schon gesagt hast, dann zu sagen, einmal befristet, dann eine Entscheidung passt es und dann für immer. [52:21]	0.0
Cyprien brought up a point. if the immigrants... I don't know if he started the intervention if we were talking about legal or illegal immigrants. So, what's really the difference between those two? The one that we work. So, if you are an illegal immigrant you don't have a work contract. But when you have a contract, do you see yourself at the end of your contract, there is the question of starving. In fact, there are people who come from countries where they used to go hungry. So they go from countries where they lose work. But the question is: here we go back to the social aspects. Would be that they are better here than in their countries of origin. I continue to touch in this point. So I want to emphasize this point because here we are talking about deficit figures, percentages etc., but we are forgetting people, forgetting people. And I find that we always forget the people. People are really the names, the numbers of the pieces of the gear. They are nothing.	fr	[4 :56] Cyprien a évoqué un point. si les immigrants… je ne sais pas s’il a commencé l’intervention si on parlait des immigrants légaux ou illégaux. Donc, quelle est vraiment la différence entre ceux deux ? Celle qu’on travaille. Donc, si on est un immigrant illégal on n’a pas de contrat de travail. Mais quand on a un contrat est-ce-que on s’en a voit à la fin de son contrat, il y a la question de mourir de faim. C’est en fait il y a des personnes qui viennent de pays ou ils allaient faim. Donc ils vont dont des pays ou ils perdent travaillé[ ?]. Mais la question c’est la suivante : ici on retourne à ceux aspectes sociales. Serait qu’ils sont meilleurs ici que dans leurs pays d’origine. Je continue à toucher dans ce point. Donc parce que je veux souligner ce point parce que on parle ici de chiffres de déficit, de pourcentage etc. mais on oubliait les gens, oubliait des personnes. Et je trouve qu’on oublie toujours les personnes. Les personnes sont vraiment les noms, les chiffres des pièces de l’engrenage. Ils ne sont plus rien. [6 :24]	0.0
A word about political refugees, because none of them were saying that there is a difference, I'm detaching that. Political refugee is something special, as the name says it's someone who is fleeing a country where his life is in danger. Personally, I never mix these people with economic immigrants - they are voluntary people who leave their country voluntarily. On the other hand, a political refugee must be treated politically. So, in my opinion, here in Europe we are still treated differently. I agree that this is a problem that needs to be dealt with in a very clear way. - I would like to add one thing: Concerning immigration in general, we always talk about immigration but we do not know in Europe how many immigrants there are, we do not know anything. So we start the immigration policy with an evaluation of the number of immigrants: where they come from, who they are, what is their level. And from there, we can establish something coherent. Because we are talking about, we know, that they exist in our country, in France there are many of them, we don't know how many because it is forbidden to say it and from that moment on it is the words that won't say anything. I repeat, I have already said several times: First we need to do a general census in Europe, so by country, we have two million, three million, four million from such and such a country, from such and such a level and from that moment we can say something concrete, thank you.	fr	[50:31] Un mot à propos des réfugiés politiques, parce que aucun s’exprimait en disant qu’il y a une différence, je détache ça. Réfugié politique c’est quelque chose de spécial, comme le nom dit c’est quelqu’un qui fuit un pays où sa vie est en danger. Moi personnellement je ne mélange jamais ces gens-là avec des immigrés économiques – ce sont les gens volontaires qui quittent leur pays volontairement. Par contre un réfugié politique doit être traité au niveau politique. Donc à mon avis ici encore en Europe on est traité de façon différente. Là je suis d’accord que c’est un problème qui doit être traité de façon très claire. – Je voudrais ajouter une chose : Concernant l’immigration en générale, nous parlons toujours d’immigration mais nous ne savons pas en Europe quel est le nombre des immigrés, nous ne savons rien. Donc on commence la politique d’immigration par une évaluation du nombre d’immigrés : D’où ils viennent, qui ils sont, quel est leur niveau. Et à partir de là, on peut établir quelque chose de cohérent. Parce que là nous parlons, nous le savons, qu’ils existent chez nous, en France il y en a beaucoup, on ne sait pas combien parce que c’est interdit de le dire et à partir de ce moment-là c’est les mots qui ne vont rien dire. Je répète, j’ai dit déjà plusieurs fois : Il faut d’abord faire un recensement général en Europe, donc par pays, nous avons deux millions, trois millions, quatre millions de tel et tel pays, de tel et tel niveau et à partir de ce moment-là nous pouvons dire quelque chose de concret, merci. [52:33]	0.0
Maybe scorn is a bit a too strong word. This is probably caused by the world economic crisis. Also in Poland, there is at the moment less work than in other European countries, for example in Ireland. This is obvious that when Irish has no job it is better to give one to a citizen instead of give it to a foreigner.	pl	[1:32:55]Maybe scorn is a bit a too strong word. This is probably caused by the world economic crisis. Also in Poland, there is at the moment less work than in other European countries, for example in Ireland. This is obvious that when Irish has no job it is better to give one to a citizen instead of give it to a foreigner.[1:33:16]	0.0
I would suggest a form from 0 to 10 and then two questions, what is our interest to integrate everybody and what is the interest to find a solution for example - so by just closing the borders for example. What is the interest for that? What would be the interest, for example, for Spain or Germany to close the borders? Because I rather have the feeling that they are trying to contain the danger and that they are trying to interrupt this flow now, and to integrate those who are here well.	de	[1:22:23] ich würde vorschlagen, ein Formular von 0 bis 10 und dann zwei Fragen, wie ist unser Interesse, alle einzugliedern und wie ist das Interesse, zum Beispiel eine Lösung zu finden - also indem man zum Beispiel einfach die Grenzen zu macht. Wie ist das Interesse dafür? Wie wäre zum Beispiel das Interesse für Spanien oder Deutschland, die Grenzen zu zumachen? Denn ich habe eher das Gefühl, dass man Versucht, die Gefahr einzudämmen und dass man versucht, jetzt diesen Strom zu unterbrechen, und die, die hier sind, gut zu integrieren. [1:23:06]	0.0
Yes indeed, although in reality it is a vicious circle because the immigrants will be more and more. If the recession will end, the quota system will be unable to create, but either way it will not be a long-term solution. Social problems exist. Anyway, there is just too little money for that.	pl	[1:09:20]Yes indeed, although in reality it is a vicious circle because the immigrants will be more and more. If the recession will end, the quota system will be unable to create, but either way it will not be a long-term solution. Social problems exist. Anyway, there is just too little money for that.[1:09:46]	0.0
I would say that there should be legalization in several stages, that is to say that women for example who have the risk of being abused, children and who do not know how to live in this context when the whole family is illegal. So we need counting bodies that are on the spot, that are in the cities for example and that can help together with the institutions, with the churches and with other organizations.	fr	[40:11] Moi je dirais qu’il faudrait une légalisation donc à plusieurs étapes, c'est-à-dire que des femmes par exemple qui ont le risque d’être abusée, des enfants et qui ne savent pas vivre dans ce contexte là quand toute la famille est illégale. Donc il nous faut des instances comptants qui soient sur place, qui soient dans les villes par exemple et qui puissent aider ensemble avec les institutions, avec les églises et avec d’autres organisations. [40:40]	0.0
I was talking about the English language not Polish (Laugh) because my Polish is not yet perfect. (Laugh) So we would like to have such a language. If it was English then we could communicate with other parts of the world for example with the US. Of course Polish is a beautiful language.	pl	[1:01:50]I was talking about the English language not Polish (Laugh) because my Polish is not yet perfect. (Laugh) So we would like to have such a language. If it was English then we could communicate with other parts of the world for example with the US. Of course Polish is a beautiful language.[1:02:12]	0.0
Now I think, that the person who sits in front of me is absolutely right in what he said. This is how our view on this matter is, or should be, and others have said this before. Legals or illegals come here to Europe. The most important is to provide everyone with basic needs like food, accommodation etc. If we can provide everyone with this, I don’t see any problems in the future.	pl	[07:02] Now I think, that the person who sits in front of me is absolutely right in what he said. This is how our view on this matter is, or should be, and others have said this before. Legals or illegals come here to Europe. The most important is to provide everyone with basic needs like food, accommodation etc. If we can provide everyone with this, I don’t see any problems in the future.  [07:30]	0.0
For me too, religion is not the means by which I judge people and it should not be, of course. Unfortunately, I must admit that many people are judging others by their religion, in what these people believe in, what they eat - meat or not - how they live... I guess it will always be like that. When there is such a big culture mix, there will always be people which will discriminate and it is sad.	pl	[23:16]For me too, religion is not the means by which I judge people and it should not be, of course. Unfortunately, I must admit that many people are judging others by their religion, in what these people believe in, what they eat - meat or not - how they live... I guess it will always be like that. When there is such a big culture mix, there will always be people which will discriminate and it is sad.[23:49]	0.0
I think that there is always another side of every problem. Of course we would like to help people who do not have a place to come back, but if we let them all come to our countries without any restrictions it would have been very difficult to handle for us. So we should find a good consensus. We should find some general criteria of who we can send back home and who can stay in our country. It could depend on the country for example: Which country can accept more immigrants and which not? For example, when a country is rich, it can accept a bigger amount of immigrants. It just must be established. I think that first, we should look at a single example, if this case is urgent or if it is an offender who is coming just for criminal matters, or the case when somebody is coming just for economic matters and not political.	pl	[16:12]I think that there is always another side of every problem. Of course we would like to help people who do not have a place to come back, but if we let them all come to our countries without any restrictions it would have been very difficult to handle for us. So we should find a good consensus. We should find some general criteria of who we can send back home and who can stay in our country. It could depend on the country for example: Which country can accept more immigrants and which not? For example, when a country is rich, it can accept a bigger amount of immigrants. It just must be established. I think that first, we should look at a single example, if this case is urgent or if it is an offender who is coming just for criminal matters, or the case when somebody is coming just for economic matters and not political.[17:19]	0.0
Maybe we should look at the countries from which the immigrants come from, who comes to Europe most of all and how could we help those countries. The countries where the immigrants come from.	pl	[00:52] Maybe we should look at the countries from which the immigrants come from, who comes to Europe most of all and how could we help those countries. The countries where the immigrants come from. [01:07]	0.0
I can only fully agree with my colleague from Lithuania Aivaras, yes, illegal migration needs to be controlled more strictly. But I also have some thoughts about legal migration. I think this is only desirable if the people are also well educated. For example, doctors or other medical or paramedical personnel or scientists. If they are well educated, good professionals in their field. Of course, they will also find a place in our countries, because of course they can contribute their competences, their qualifications well here. We also have to make restrictions there and perhaps also set quotas. I would be in favor of a quota system. One could even think about tenders, that one assigns such places, practically such immigration after a tendering procedure.	de	[24 :43] Ich kann meinem Kollegen aus Litauen Aivaras nur voll und ganz beipflichten, ja,  illegale Migration muss strenger kontrolliert werden. Aber ich hab auch noch einige Betrachtungen anzustellen zur legalen Migration. Die find ich auch nur wünschenswert wenn die Menschen auch gut ausgebildet sind. Zum Beispiel Ärzte oder auch anderes medizinisches oder paramedizinisches Personal oder Wissenschaftler. Wenn sie gut ausgebildet sind, gute Fachleute in ihrem Bereich. Natürlich, die werden auch einen Platz finden in unseren Ländern, weil sie natürlich ihre Kompetenzen, ihre Qualifikationen hier gut einbringen können. Wir müssen da auch Einschränkungen vornehmen und vielleicht auch Quoten festlegen. Ich würde mich für ein Quotensystem aussprechen. Man könnte sogar über Ausschreibungen nachdenken, dass man solche Plätze, praktisch solche Einwanderung vergibt nach einem Ausschreibeverfahren. [25:58]	0.0
I would like to ask a question because finally, when we talk about someone who opens a store or someone who has a business, it's an entrepreneur who arrives and does something that no one else has done in his place, but it's someone who has his life, who is independent, who pays contributions, he contributes to his retirement, he settles in a country in fact, maybe who will retire or maybe not, but it's not at the limit, it's not the point. He makes his life, he comes there, he makes his life. I would say that for me the problem of immigration is more a problem of clandestine immigration with people who take great risks to arrive in Europe, to have a chance to do something and for me, it is really this immigration that poses problems, because it puts them in danger, because they are people who are often exploited, they work for entrepreneurs who don't pay them, who make them take risks, so again they are people who have a very hard life and then there are all the facts that they don't contribute for their retirement, so it's somehow money that the government misses too. So for me the immigration problem -	fr	[29:40] Moi j’aimerais poser une question parce que finalement, quand on parle de quelqu’un qui ouvre un magasin ou de quelqu’un qui a une activité, c’est un entrepreneur qui arrive et qui fait quelque chose que personne n’a fait à ça place, mais c’est quelqu’un qui a sa vie, qui est indépendant, qui paye des cotisations, il cotise à sa retraite, il s’installe dans un pays en faite, peut-être qui partira à la retraite ou peut-être pas, mais c’est pas à la limite, ce n’est pas le sujet. Il fait sa vie, il vient là, il fait sa vie. Je dirais que pour moi le problème de l’immigration c’est plus un problème d’immigration clandestine avec des gens qui prennent des très grands risques pour arriver en Europe, pour avoir une chance pour faire quelque chose et pour moi, c’est vraiment cette immigration là qui pose des problèmes, parce que ça les met en danger, parce que ce sont des gens qui sont exploités souvent, ils travaillent pour des entrepreneurs qui les payent pas, qui leur font prendre des risques, donc à nouveau ce sont des gens qui ont une vie très très dure et puis il y a tous les faites que c’est des gens qui ne cotisent pas pour leur retraite, donc c’est quelque part de l’argent qui manque aussi au gouvernement. Donc pour moi le problème de l’immigration – [31:05]	0.0
I will be very brief and I will have what Pedro was saying. I have a solution. I have the solution. So, the Latins, the Portuguese, the French, the Spaniards, the Romanians, the Italians, we should have a more Muslim habit, we should have more women and we should have more children. Certainly. That's it. We finish with the jealousy, everything is solved.	fr	[39 :31] je serais très bref et j’aurais bon ce que disait Pedro. J’ai une solution. J’ai la solution. Alors, les latins, les portugais, les français, les espagnols, les roumains, les italiens on devrait avoir une habitude plus musulman, avoir plus des femmes et ainsi on a plus des enfants. Certainement. Voilà. On finit avec la jalousie, tout est résolu. [40 :01]	0.0
So in Spain, it is considered that he has more facilities, that he naturally has more possibilities to go from the (...), a family of immigrants who come from Senegal or Nigeria. And so we consider that these people need more help but indeed, we do not understand this situation.	fr	[01 :52] Alors en Espagne, on considère qu’il a plus de facilités, qu’il a naturellement plus de possibilités d’aller de la (…), une famille d’immigrés qui vient du Sénégal ou du Nigeria. Et donc on considère que ces gens on besoin de plus d’aide mais effectivement, on ne comprend pas cette situation. [02 :17]	0.0
But you are absolutely right. We should have European legal regulations, not on the national level.	pl	[08:10] But you are absolutely right. We should have European legal regulations, not on the national level.  [08:19]	0.0
You said that in Europe we have not experienced war, but you forgot Bosnia? There is no war in Bosnia?	fr	[36:34] Vous avez dit qu’en Europe on n’a pas connu la guerre, mais vous avez oublié la Bosnie ? Il n’y a pas la guerre en Bosnie ? [36:44]	0.0
The own countries I would suggest and maybe the ambassador in the country, the German ambassador in the country could help control that.	de	[68:09] Die eigenen Länder würde ich vorschlagen und vielleicht der Botschafter in dem Land, der deutsche Botschafter in dem Land könnte das mit kontrollieren. [68:18]	0.0
